key,subject,motion,source,cx,cy
fixation_user3_right_session_1_0_2_w113_a000110,3,fixation,sam2_repeat_4,190.24,91.51
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,human_ellipse,235.0,118.0
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,unet,234.105,117.182
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,gsam2,234.6,117.99
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,pred,163.686,120.54
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,ellseg,234.997,118.534
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,ritnet,235.203,118.06
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,edge_guided,235.285,118.707
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,deepvog,236.388,118.027
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,sam2_repeat_0,234.58,117.91
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,sam2_repeat_1,234.62,118.02
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,sam2_repeat_2,234.62,117.99
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,sam2_repeat_3,234.54,117.66
fixation_user3_right_session_1_0_2_w123_a000210,3,fixation,sam2_repeat_4,235.69,117.96
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,human_ellipse,133.0,82.0
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,unet,132.304,80.956
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,gsam2,133.01,81.86
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,pred,140.826,59.193
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,ellseg,133.74,82.652
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,ritnet,133.555,81.866
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,edge_guided,133.747,82.567
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,deepvog,134.271,82.891
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,yoloe,132.532,81.055
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,sam2_repeat_0,132.96,81.85
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,sam2_repeat_1,133.03,81.86
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,sam2_repeat_2,133.0,81.85
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,sam2_repeat_3,133.07,81.8
fixation_user3_right_session_1_0_2_w133_a000310,3,fixation,sam2_repeat_4,134.09,81.85
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,human_ellipse,140.0,109.0
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,unet,139.192,107.74
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,gsam2,139.6,108.05
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,pred,136.533,108.232
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,ellseg,140.606,109.412
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,ritnet,140.115,108.731
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,edge_guided,140.606,109.367
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,deepvog,140.943,109.352
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,yoloe,139.634,107.891
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,sam2_repeat_0,139.59,107.99
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,sam2_repeat_1,139.7,108.4
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,sam2_repeat_2,139.68,108.38
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,sam2_repeat_3,139.62,107.93
fixation_user3_right_session_1_0_2_w143_a000710,3,fixation,sam2_repeat_4,140.74,107.87
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,human_ellipse,216.0,90.0
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,unet,214.644,88.644
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,gsam2,215.2,89.34
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,pred,212.8,85.459
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,ellseg,216.142,89.774
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,ritnet,215.988,89.605
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,edge_guided,216.424,90.39
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,deepvog,215.963,90.666
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,yoloe,215.496,88.539
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,sam2_repeat_0,215.22,89.31
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,sam2_repeat_1,215.32,89.42
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,sam2_repeat_2,215.26,89.39
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,sam2_repeat_3,215.26,89.32
fixation_user3_right_session_1_0_2_w153_a001010,3,fixation,sam2_repeat_4,216.3,89.34
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,human_ellipse,131.0,137.0
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,unet,130.781,135.932
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,gsam2,131.58,136.52
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,pred,120.426,123.857
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,ellseg,132.256,137.259
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,ritnet,132.062,136.584
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,edge_guided,132.389,137.223
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,deepvog,132.62,137.077
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,yoloe,131.603,136.265
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,sam2_repeat_0,131.52,136.48
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,sam2_repeat_1,131.58,136.52
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,sam2_repeat_2,131.57,136.42
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,sam2_repeat_3,131.6,136.43
fixation_user4_left_session_1_0_2_w004_a000110,4,fixation,sam2_repeat_4,132.69,136.55
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,human_ellipse,187.0,159.0
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,unet,186.587,158.546
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,gsam2,186.94,159.16
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,pred,181.551,156.775
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,ellseg,187.444,159.662
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,ritnet,187.434,159.285
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,edge_guided,187.694,159.914
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,deepvog,188.112,159.148
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,yoloe,187.099,158.859
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,sam2_repeat_0,186.91,159.14
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,sam2_repeat_1,186.96,159.2
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,sam2_repeat_2,186.94,159.18
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,sam2_repeat_3,187.0,159.07
fixation_user4_left_session_1_0_2_w014_a000210,4,fixation,sam2_repeat_4,188.07,159.15
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,human_ellipse,95.0,131.0
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,unet,93.828,130.538
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,gsam2,94.49,130.61
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,pred,93.415,132.877
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,ellseg,95.668,131.162
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,ritnet,94.237,129.497
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,edge_guided,95.692,130.972
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,sam2_repeat_0,94.43,130.67
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,sam2_repeat_1,94.51,130.72
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,sam2_repeat_2,94.46,130.7
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,sam2_repeat_3,94.61,130.53
fixation_user4_left_session_1_0_2_w024_a000310,4,fixation,sam2_repeat_4,95.58,130.65
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,human_ellipse,139.0,131.0
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,unet,137.271,129.92
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,gsam2,138.08,130.33
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,pred,138.624,122.195
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,ellseg,138.992,130.977
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,ritnet,138.617,130.385
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,edge_guided,138.969,131.254
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,deepvog,138.642,131.277
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,yoloe,138.081,129.521
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,sam2_repeat_0,138.07,130.34
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,sam2_repeat_1,138.11,130.36
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,sam2_repeat_2,138.08,130.38
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,sam2_repeat_3,138.11,130.34
fixation_user4_left_session_1_0_2_w034_a001010,4,fixation,sam2_repeat_4,139.32,130.34
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,human_ellipse,96.0,137.0
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,unet,95.116,135.921
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,gsam2,95.7,136.28
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,pred,94.046,138.9
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,ellseg,96.735,136.877
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,ritnet,95.971,136.224
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,edge_guided,96.545,136.849
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,yoloe,95.493,135.528
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,sam2_repeat_0,95.67,136.23
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,sam2_repeat_1,95.72,136.3
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,sam2_repeat_2,95.68,136.3
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,sam2_repeat_3,95.73,136.25
fixation_user4_left_session_1_0_2_w044_a001210,4,fixation,sam2_repeat_4,96.82,136.36
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,human_ellipse,180.0,145.0
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,unet,178.65,143.939
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,gsam2,178.99,144.51
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,pred,167.42,135.994
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,ellseg,179.739,145.033
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,ritnet,179.526,144.524
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,edge_guided,179.974,145.237
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,deepvog,180.745,144.756
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,yoloe,179.663,144.285
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,sam2_repeat_0,178.95,144.5
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,sam2_repeat_1,179.01,144.63
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,sam2_repeat_2,179.0,144.58
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,sam2_repeat_3,179.0,144.52
fixation_user4_left_session_1_0_2_w054_a001610,4,fixation,sam2_repeat_4,180.2,144.52
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,human_ellipse,134.0,126.0
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,unet,132.396,124.941
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,gsam2,133.04,125.32
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,pred,135.538,123.072
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,ellseg,134.057,125.91
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,ritnet,133.546,125.54
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,edge_guided,134.191,125.926
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,deepvog,134.184,125.898
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,yoloe,132.598,124.847
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,sam2_repeat_0,133.01,125.22
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,sam2_repeat_1,133.07,125.37
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,sam2_repeat_2,133.06,125.29
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,sam2_repeat_3,133.1,125.3
fixation_user4_left_session_1_0_2_w064_a002010,4,fixation,sam2_repeat_4,134.24,125.33
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,human_ellipse,125.0,124.0
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,unet,123.012,122.978
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,gsam2,123.61,123.6
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,pred,119.025,125.086
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,ellseg,124.637,124.275
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,ritnet,124.212,123.771
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,edge_guided,124.712,124.201
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,deepvog,124.415,124.685
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,yoloe,123.942,122.99
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,sam2_repeat_0,123.6,123.56
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,sam2_repeat_1,123.61,123.66
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,sam2_repeat_2,123.6,123.59
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,sam2_repeat_3,123.64,123.57
fixation_user4_left_session_1_0_2_w074_a002110,4,fixation,sam2_repeat_4,124.64,123.54
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,human_ellipse,112.0,131.0
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,unet,111.006,130.816
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,gsam2,111.85,131.11
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,pred,110.853,138.108
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,ellseg,112.501,131.878
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,ritnet,112.193,131.171
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,edge_guided,112.436,131.89
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,deepvog,112.655,133.171
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,yoloe,112.13,130.183
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,sam2_repeat_0,111.73,131.12
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,sam2_repeat_1,111.85,131.09
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,sam2_repeat_2,111.98,131.07
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,sam2_repeat_3,112.0,131.03
fixation_user4_left_session_1_0_2_w084_a002210,4,fixation,sam2_repeat_4,112.87,131.06
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,human_ellipse,104.0,135.0
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,unet,103.047,134.057
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,gsam2,103.44,134.51
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,pred,100.54,137.915
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,ellseg,104.303,135.25
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,ritnet,103.939,134.656
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,edge_guided,104.423,135.174
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,deepvog,106.752,136.318
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,yoloe,103.505,133.703
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,sam2_repeat_0,103.39,134.45
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,sam2_repeat_1,103.45,134.55
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,sam2_repeat_2,103.48,134.48
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,sam2_repeat_3,103.59,134.37
fixation_user4_left_session_1_0_2_w094_a002310,4,fixation,sam2_repeat_4,104.58,134.46
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,human_ellipse,96.0,140.0
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,unet,94.543,140.04
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,gsam2,94.84,140.42
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,pred,91.145,136.736
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,ellseg,96.028,141.178
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,ritnet,95.491,140.31
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,edge_guided,96.255,141.014
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,deepvog,104.788,139.707
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,yoloe,95.367,139.211
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,sam2_repeat_0,94.81,140.37
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,sam2_repeat_1,94.88,140.46
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,sam2_repeat_2,94.9,140.39
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,sam2_repeat_3,94.92,140.31
fixation_user4_left_session_1_0_2_w104_a002410,4,fixation,sam2_repeat_4,96.1,140.25
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,human_ellipse,93.0,143.0
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,unet,92.126,142.353
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,gsam2,92.26,142.74
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,pred,91.427,135.508
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,ellseg,93.059,143.677
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,ritnet,93.139,142.621
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,edge_guided,93.479,143.467
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,deepvog,124.426,149.666
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,yoloe,93.816,143.909
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,sam2_repeat_0,92.08,142.76
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,sam2_repeat_1,92.31,142.72
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,sam2_repeat_2,92.3,142.7
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,sam2_repeat_3,92.33,142.65
fixation_user4_left_session_1_0_2_w114_a002510,4,fixation,sam2_repeat_4,93.37,142.76
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,human_ellipse,90.0,169.0
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,unet,88.276,168.054
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,pred,165.448,136.48
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,ellseg,89.327,169.946
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,ritnet,89.552,169.099
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,edge_guided,89.592,169.936
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,deepvog,96.341,167.435
fixation_user4_left_session_1_0_2_w124_a002610,4,fixation,yoloe,89.292,168.197
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,human_ellipse,202.0,123.0
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,unet,200.738,122.372
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,gsam2,201.48,123.04
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,pred,184.137,105.545
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,ellseg,201.842,123.69
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,ritnet,202.103,123.182
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,edge_guided,202.375,123.723
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,deepvog,201.675,123.594
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,yoloe,201.352,122.442
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,sam2_repeat_0,201.45,122.98
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,sam2_repeat_1,201.49,123.03
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,sam2_repeat_2,201.49,123.0
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,sam2_repeat_3,201.52,122.98
fixation_user4_right_session_1_0_2_w134_a000110,4,fixation,sam2_repeat_4,202.58,123.0
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,human_ellipse,246.0,153.0
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,unet,244.966,152.599
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,gsam2,245.44,152.97
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,pred,162.083,152.638
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,ellseg,246.193,154.342
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,ritnet,245.993,153.669
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,edge_guided,246.089,154.271
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,deepvog,245.106,154.143
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,yoloe,245.492,152.871
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,sam2_repeat_0,245.43,153.0
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,sam2_repeat_1,245.47,153.02
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,sam2_repeat_2,245.46,152.97
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,sam2_repeat_3,245.45,152.97
fixation_user4_right_session_1_0_2_w144_a000210,4,fixation,sam2_repeat_4,246.59,152.86
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,human_ellipse,148.0,115.0
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,unet,147.451,113.594
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,gsam2,148.04,114.14
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,pred,147.288,114.379
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,ellseg,148.638,114.955
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,ritnet,148.286,114.173
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,edge_guided,148.769,115.055
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,deepvog,149.37,115.393
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,yoloe,147.864,113.492
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,sam2_repeat_0,148.02,114.07
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,sam2_repeat_1,148.04,114.21
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,sam2_repeat_2,148.1,114.14
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,sam2_repeat_3,148.08,114.07
fixation_user4_right_session_1_0_2_w154_a000310,4,fixation,sam2_repeat_4,149.27,114.12
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,human_ellipse,204.0,130.0
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,unet,203.022,128.758
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,gsam2,203.55,129.47
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,pred,201.422,125.177
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,ellseg,204.441,130.037
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,ritnet,204.081,129.608
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,edge_guided,204.623,130.083
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,deepvog,204.943,129.675
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,yoloe,204.94,127.507
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,sam2_repeat_0,203.53,129.38
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,sam2_repeat_1,203.57,129.51
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,sam2_repeat_2,203.56,129.48
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,sam2_repeat_3,203.54,129.4
fixation_user5_left_session_1_0_2_w005_a000110,5,fixation,sam2_repeat_4,204.69,129.48
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,human_ellipse,205.0,129.0
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,unet,203.49,127.718
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,gsam2,203.99,128.53
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,pred,203.06,126.522
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,ellseg,204.731,129.094
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,ritnet,204.692,128.653
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,edge_guided,204.955,129.329
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,deepvog,205.845,127.463
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,yoloe,204.125,128.065
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,sam2_repeat_0,203.94,128.47
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,sam2_repeat_1,204.03,128.65
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,sam2_repeat_2,204.06,128.58
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,sam2_repeat_3,204.06,128.51
fixation_user5_left_session_1_0_2_w015_a000210,5,fixation,sam2_repeat_4,205.06,128.54
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,human_ellipse,203.0,131.0
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,unet,202.011,130.061
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,gsam2,202.48,130.89
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,pred,204.997,126.655
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,ellseg,203.407,131.398
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,ritnet,203.276,130.866
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,edge_guided,203.475,131.529
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,deepvog,204.342,129.993
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,yoloe,202.831,130.241
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,sam2_repeat_0,202.45,130.88
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,sam2_repeat_1,202.48,130.96
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,sam2_repeat_2,202.52,130.88
fixation_user5_left_session_1_0_2_w025_a000410,5,fixation,sam2_repeat_3,202.53,130.83
