key,motion,good,valid,cx,cy,r_equiv,area,score,gt_cx,gt_cy,gt_r,err,radius_ratio
saccade_user2_right_session_1_0_2_w102_a000810,saccade,1,1,161.759,140.92,18.639,1142.0,,162.0,140.0,18.681,0.951,0.998
saccade_user2_right_session_1_0_2_w112_a000910,saccade,1,1,190.2,132.455,16.738,927.0,,190.0,132.0,16.92,0.497,0.989
saccade_user2_right_session_1_0_2_w121_a001210,saccade,1,1,199.323,123.635,14.495,701.0,,199.0,123.0,14.593,0.712,0.993
saccade_user2_right_session_1_0_2_w130_a001510,saccade,1,1,142.062,123.468,15.219,771.0,,142.0,123.0,15.357,0.472,0.991
saccade_user2_right_session_1_0_2_w138_a002110,saccade,1,1,186.541,130.381,15.123,757.0,,186.0,130.0,15.274,0.661,0.99
saccade_user3_left_session_1_0_2_w003_a000410,saccade,1,1,195.026,131.769,18.65,1144.0,,195.0,132.0,19.42,0.232,0.96
saccade_user3_left_session_1_0_2_w013_a000910,saccade,1,1,156.363,112.368,15.779,827.0,,156.0,112.0,16.414,0.517,0.961
saccade_user3_left_session_1_0_2_w023_a001010,saccade,1,1,191.04,102.465,14.311,684.0,,190.0,102.0,15.105,1.139,0.947
saccade_user3_left_session_1_0_2_w033_a001110,saccade,1,1,219.386,105.316,13.394,600.0,,219.0,105.0,14.144,0.499,0.947
saccade_user3_left_session_1_0_2_w043_a001210,saccade,1,1,213.005,99.302,13.941,650.0,,213.0,99.0,14.219,0.302,0.98
saccade_user3_left_session_1_0_2_w053_a001310,saccade,1,1,190.318,91.806,12.63,537.0,,190.0,91.0,13.166,0.866,0.959
saccade_user3_left_session_1_0_2_w063_a001410,saccade,1,1,157.127,91.064,11.824,473.0,,157.0,90.0,12.608,1.072,0.938
saccade_user3_right_session_1_0_2_w073_a000410,saccade,1,1,220.294,117.759,17.148,973.0,,220.0,117.0,17.242,0.814,0.995
saccade_user3_right_session_1_0_2_w083_a000810,saccade,1,1,149.336,105.278,16.152,863.0,,149.0,105.0,15.983,0.436,1.011
saccade_user3_right_session_1_0_2_w093_a000910,saccade,1,1,179.725,96.347,16.755,930.0,,179.0,96.0,16.978,0.803,0.987
saccade_user3_right_session_1_0_2_w103_a001110,saccade,1,1,237.357,94.218,12.354,512.0,,237.0,94.0,12.703,0.418,0.973
saccade_user3_right_session_1_0_2_w113_a001210,saccade,1,1,238.261,90.406,12.184,500.0,,238.0,90.0,12.306,0.483,0.99
saccade_user3_right_session_1_0_2_w122_a001410,saccade,1,1,182.593,71.594,12.967,565.0,,183.0,71.0,13.058,0.72,0.993
saccade_user3_right_session_1_0_2_w131_a002710,saccade,1,1,134.289,102.506,14.072,660.0,,133.0,102.0,14.004,1.385,1.005
saccade_user4_left_session_1_0_2_w004_a000410,saccade,1,1,182.873,161.179,19.098,1198.0,,183.0,161.0,19.999,0.219,0.955
saccade_user4_left_session_1_0_2_w014_a000510,saccade,1,1,163.909,156.515,20.07,1322.0,,164.0,157.0,20.278,0.493,0.99
saccade_user4_left_session_1_0_2_w024_a000610,saccade,1,1,155.725,150.767,19.151,1205.0,,155.0,151.0,20.171,0.761,0.949
saccade_user4_left_session_1_0_2_w034_a000710,saccade,1,1,149.042,145.726,19.197,1212.0,,149.0,145.0,20.079,0.727,0.956
saccade_user4_left_session_1_0_2_w044_a000810,saccade,1,1,140.167,141.548,16.849,939.0,,140.0,141.0,17.911,0.573,0.941
saccade_user4_left_session_1_0_2_w054_a000910,saccade,1,1,104.705,143.185,14.875,737.0,,104.0,142.0,15.315,1.379,0.971
saccade_user4_left_session_1_0_2_w064_a001110,saccade,1,1,97.544,140.949,14.553,705.0,,97.0,141.0,15.178,0.547,0.959
saccade_user4_left_session_1_0_2_w074_a001310,saccade,1,1,107.501,129.801,14.607,710.0,,107.0,130.0,15.494,0.54,0.943
saccade_user4_left_session_1_0_2_w084_a001410,saccade,1,1,108.662,128.661,14.903,739.0,,108.0,128.0,15.428,0.935,0.966
saccade_user4_left_session_1_0_2_w094_a001710,saccade,1,1,167.768,141.602,18.844,1165.0,,167.0,141.0,19.744,0.976,0.954
saccade_user4_left_session_1_0_2_w104_a001810,saccade,1,1,150.536,135.689,18.108,1082.0,,150.0,135.0,18.529,0.873,0.977
saccade_user4_right_session_1_0_2_w114_a000410,saccade,1,1,244.164,153.536,16.467,900.0,,244.0,153.0,17.066,0.561,0.965
saccade_user4_right_session_1_0_2_w123_a000510,saccade,1,1,230.009,146.248,18.07,1076.0,,229.0,146.0,18.01,1.039,1.003
saccade_user4_right_session_1_0_2_w132_a000610,saccade,1,1,223.825,139.122,18.036,1069.0,,223.0,139.0,18.048,0.834,0.999
saccade_user4_right_session_1_0_2_w139_a000710,saccade,1,1,217.721,133.961,18.26,1100.0,,217.0,134.0,18.615,0.722,0.981
saccade_user4_right_session_1_0_2_w145_a000810,saccade,1,1,209.155,128.979,16.79,932.0,,209.0,129.0,16.935,0.156,0.991
saccade_user4_right_session_1_0_2_w150_a000910,saccade,1,1,170.439,123.538,16.559,908.0,,170.0,123.0,16.383,0.694,1.011
saccade_user4_right_session_1_0_2_w154_a001110,saccade,1,1,158.484,121.615,16.644,916.0,,158.0,121.0,16.991,0.783,0.98
saccade_user4_right_session_1_0_2_w157_a001310,saccade,1,1,167.359,111.245,16.112,862.0,,167.0,111.0,16.66,0.435,0.967
saccade_user4_right_session_1_0_2_w158_a001410,saccade,1,1,169.799,110.825,16.462,898.0,,169.0,111.0,16.533,0.818,0.996
saccade_user4_right_session_1_0_2_w159_a001710,saccade,1,1,232.383,132.973,16.647,919.0,,232.0,133.0,17.075,0.384,0.975
saccade_user4_right_session_1_0_2_w160_a001810,saccade,1,1,218.677,123.971,16.86,941.0,,218.0,124.0,17.667,0.678,0.954
saccade_user5_left_session_1_0_2_w005_a000010,saccade,1,1,205.934,131.951,18.887,1172.0,,206.0,131.0,19.449,0.953,0.971
saccade_user5_left_session_1_0_2_w015_a000310,saccade,1,1,221.519,126.099,14.941,744.0,,221.0,126.0,15.995,0.528,0.934
saccade_user5_left_session_1_0_2_w025_a000810,saccade,1,1,196.022,139.937,16.346,882.0,,196.0,139.0,16.962,0.937,0.964
saccade_user5_left_session_1_0_2_w035_a000910,saccade,1,1,208.807,133.841,15.733,822.0,,208.0,134.0,16.027,0.822,0.982
saccade_user5_left_session_1_0_2_w045_a001110,saccade,1,1,231.01,125.602,14.314,685.0,,231.0,125.0,14.498,0.602,0.987
saccade_user5_left_session_1_0_2_w055_a001210,saccade,1,1,248.376,125.709,12.987,567.0,,248.0,125.0,13.46,0.802,0.965
saccade_user5_left_session_1_0_2_w065_a001810,saccade,1,1,232.115,134.695,13.661,625.0,,231.0,134.0,14.19,1.314,0.963
saccade_user5_left_session_1_0_2_w075_a002010,saccade,1,1,207.857,148.051,15.289,778.0,,208.0,148.0,15.507,0.152,0.986
saccade_user5_left_session_1_0_2_w085_a002410,saccade,1,1,176.327,154.675,14.23,675.0,,176.0,154.0,14.482,0.75,0.983
saccade_user5_right_session_1_0_2_w095_a000310,saccade,1,1,203.647,107.688,14.332,685.0,,203.0,107.0,14.62,0.944,0.98
saccade_user5_right_session_1_0_2_w105_a000910,saccade,1,1,194.444,113.943,14.959,746.0,,194.0,113.0,15.351,1.043,0.974
saccade_user5_right_session_1_0_2_w115_a001110,saccade,1,1,213.426,108.893,12.362,516.0,,213.0,109.0,13.155,0.439,0.94
saccade_user5_right_session_1_0_2_w124_a001810,saccade,1,1,216.465,117.103,12.293,505.0,,216.0,117.0,12.41,0.476,0.991
saccade_user6_left_session_1_0_2_w006_a000410,saccade,1,1,209.243,123.407,14.464,698.0,,210.0,122.0,14.588,1.598,0.992
saccade_user6_left_session_1_0_2_w016_a000510,saccade,1,1,192.881,117.843,16.986,954.0,,192.0,117.0,17.598,1.219,0.965
saccade_user6_left_session_1_0_2_w026_a000710,saccade,1,1,161.242,113.182,12.75,546.0,,160.0,113.0,13.366,1.256,0.954
saccade_user6_left_session_1_0_2_w036_a000810,saccade,1,1,154.874,109.402,12.049,490.0,,154.0,110.0,11.956,1.059,1.008
saccade_user6_left_session_1_0_2_w046_a001410,saccade,1,1,141.158,91.192,10.197,356.0,,141.0,90.0,10.941,1.202,0.932
saccade_user6_left_session_1_0_2_w056_a001510,saccade,1,1,220.677,109.673,12.784,550.0,,220.0,109.0,13.423,0.954,0.952
saccade_user6_left_session_1_0_2_w066_a002410,saccade,1,1,136.702,102.255,10.404,367.0,,137.0,102.0,11.207,0.392,0.928
saccade_user6_right_session_1_0_2_w076_a000710,saccade,1,1,175.775,96.255,13.513,611.0,,175.0,96.0,13.879,0.815,0.974
saccade_user6_right_session_1_0_2_w086_a000810,saccade,1,1,168.051,90.633,12.965,565.0,,168.0,90.0,13.0,0.635,0.997
saccade_user6_right_session_1_0_2_w096_a000910,saccade,1,1,148.899,86.893,13.152,580.0,,148.0,87.0,13.354,0.906,0.985
saccade_user6_right_session_1_0_2_w106_a001010,saccade,1,1,137.125,86.339,12.858,556.0,,136.0,86.0,12.835,1.175,1.002
saccade_user6_right_session_1_0_2_w116_a001410,saccade,1,1,150.543,72.156,11.558,452.0,,150.0,72.0,11.887,0.565,0.972
saccade_user6_right_session_1_0_2_w125_a001510,saccade,1,1,226.14,98.934,10.28,362.0,,226.0,99.0,10.551,0.155,0.974
saccade_user6_right_session_1_0_2_w133_a002310,saccade,1,1,156.811,73.437,12.043,490.0,,157.0,73.0,12.511,0.476,0.963
saccade_user6_right_session_1_0_2_w140_a002410,saccade,1,1,148.533,82.663,12.578,531.0,,148.0,82.0,12.939,0.851,0.972
saccade_user7_left_session_1_0_2_w007_a000410,saccade,1,1,173.387,104.306,13.998,650.0,,173.0,104.0,14.033,0.493,0.997
saccade_user7_left_session_1_0_2_w017_a000510,saccade,1,1,156.862,101.677,13.196,583.0,,157.0,101.0,12.793,0.691,1.031
saccade_user7_left_session_1_0_2_w027_a000610,saccade,1,1,150.959,98.341,13.194,584.0,,151.0,98.0,13.145,0.343,1.004
saccade_user7_left_session_1_0_2_w037_a000710,saccade,1,1,133.591,97.879,11.691,462.0,,133.0,97.0,11.708,1.059,0.999
saccade_user7_left_session_1_0_2_w047_a000910,saccade,1,1,110.44,94.291,10.317,362.0,,110.0,94.0,10.329,0.528,0.999
saccade_user7_left_session_1_0_2_w057_a001210,saccade,1,1,108.252,88.04,10.005,343.0,,108.0,88.0,9.73,0.255,1.028
saccade_user7_left_session_1_0_2_w067_a001310,saccade,1,1,112.348,84.464,10.084,345.0,,112.0,83.0,9.828,1.505,1.026
saccade_user7_left_session_1_0_2_w077_a001410,saccade,1,1,122.028,77.948,10.246,358.0,,122.0,77.0,10.342,0.948,0.991
saccade_user7_right_session_1_0_2_w087_a000410,saccade,1,1,228.317,109.468,12.894,557.0,,228.0,108.0,13.312,1.502,0.969
saccade_user7_right_session_1_0_2_w097_a000510,saccade,1,1,216.222,105.727,12.484,522.0,,216.0,105.0,13.27,0.76,0.941
saccade_user7_right_session_1_0_2_w107_a000610,saccade,1,1,210.175,101.623,12.969,563.0,,210.0,101.0,13.713,0.647,0.946
saccade_user7_right_session_1_0_2_w117_a000710,saccade,1,1,195.25,97.336,12.534,529.0,,195.0,97.0,12.574,0.419,0.997
saccade_user7_right_session_1_0_2_w126_a000910,saccade,1,1,166.393,89.585,12.075,491.0,,166.0,89.0,12.252,0.705,0.986
saccade_user7_right_session_1_0_2_w134_a001010,saccade,1,1,150.446,89.212,12.104,492.0,,150.0,89.0,11.939,0.494,1.014
saccade_user7_right_session_1_0_2_w141_a001210,saccade,1,1,151.224,85.928,11.555,452.0,,151.0,85.0,12.031,0.955,0.96
saccade_user7_right_session_1_0_2_w146_a001310,saccade,1,1,166.484,78.869,10.838,399.0,,166.0,78.0,11.217,0.995,0.966
saccade_user7_right_session_1_0_2_w151_a001410,saccade,1,1,177.434,74.495,11.681,461.0,,177.0,74.0,12.131,0.658,0.963
saccade_user7_right_session_1_0_2_w155_a002510,saccade,1,1,144.709,102.532,12.25,505.0,,145.0,102.0,12.361,0.607,0.991
saccade_user8_left_session_1_0_2_w008_a000410,saccade,1,1,180.853,120.188,12.25,505.0,,180.0,119.0,12.223,1.463,1.002
saccade_user8_left_session_1_0_2_w018_a000510,saccade,1,1,169.833,117.29,12.345,511.0,,169.0,117.0,12.583,0.882,0.981
saccade_user8_left_session_1_0_2_w028_a000610,saccade,1,1,152.445,112.75,11.454,444.0,,152.0,112.0,11.711,0.872,0.978
saccade_user8_left_session_1_0_2_w038_a000810,saccade,1,1,126.109,109.358,10.147,352.0,,126.0,109.0,9.628,0.375,1.054
saccade_user8_left_session_1_0_2_w048_a000910,saccade,1,1,114.846,110.936,9.829,330.0,,114.0,111.0,9.808,0.849,1.002
saccade_user8_left_session_1_0_2_w058_a001410,saccade,1,1,112.251,98.992,7.948,200.0,,113.0,98.0,9.867,1.243,0.806
saccade_user8_left_session_1_0_2_w068_a001510,saccade,1,1,196.265,106.856,12.297,508.0,,196.0,106.0,12.815,0.896,0.96
saccade_user8_left_session_1_0_2_w078_a001610,saccade,1,1,187.806,102.357,12.057,487.0,,187.0,102.0,12.303,0.881,0.98
saccade_user8_left_session_1_0_2_w088_a001910,saccade,1,1,154.869,83.039,11.093,416.0,,155.0,82.0,10.72,1.048,1.035
saccade_user8_right_session_1_0_2_w098_a000510,saccade,1,1,211.422,96.297,12.422,518.0,,211.0,96.0,13.078,0.516,0.95
saccade_user8_right_session_1_0_2_w108_a000610,saccade,1,1,195.426,88.649,12.076,491.0,,195.0,88.0,12.203,0.776,0.99
saccade_user8_right_session_1_0_2_w118_a000810,saccade,1,1,165.898,79.372,11.586,455.0,,165.0,79.0,11.784,0.972,0.983
saccade_user8_right_session_1_0_2_w127_a000910,saccade,1,1,154.723,77.862,12.512,528.0,,155.0,77.0,12.353,0.906,1.013
saccade_user8_right_session_1_0_2_w135_a001310,saccade,1,1,143.415,68.768,11.439,441.0,,143.0,68.0,11.471,0.873,0.997
saccade_user8_right_session_1_0_2_w142_a001410,saccade,1,1,145.089,65.676,11.861,475.0,,145.0,65.0,11.905,0.682,0.996
saccade_user8_right_session_1_0_2_w147_a001810,saccade,1,1,206.07,65.941,12.067,492.0,,206.0,66.0,12.216,0.092,0.988
saccade_user9_left_session_1_0_2_w009_a000410,saccade,1,1,187.029,155.58,21.767,1550.0,,187.0,155.0,22.321,0.581,0.975
saccade_user9_left_session_1_0_2_w019_a000510,saccade,1,1,164.395,152.113,19.846,1291.0,,164.0,152.0,20.468,0.411,0.97
saccade_user9_left_session_1_0_2_w029_a000810,saccade,1,1,128.338,148.79,16.317,883.0,,128.0,148.0,16.967,0.859,0.962
saccade_user9_left_session_1_0_2_w039_a000910,saccade,1,1,160.734,136.327,19.809,1287.0,,160.0,136.0,20.399,0.804,0.971
saccade_user9_left_session_1_0_2_w049_a001010,saccade,1,1,190.641,130.646,19.388,1235.0,,190.0,131.0,19.661,0.732,0.986
saccade_user9_left_session_1_0_2_w059_a001110,saccade,1,1,216.932,127.785,19.159,1208.0,,217.0,127.0,19.906,0.788,0.962
saccade_user9_left_session_1_0_2_w069_a001210,saccade,1,1,211.089,124.848,17.47,1009.0,,211.0,125.0,17.777,0.176,0.983
saccade_user9_left_session_1_0_2_w079_a001310,saccade,1,1,175.438,120.823,18.356,1109.0,,175.0,121.0,18.843,0.472,0.974
saccade_user9_left_session_1_0_2_w089_a001410,saccade,1,1,150.74,120.901,18.116,1083.0,,151.0,120.0,19.036,0.937,0.952
saccade_user9_left_session_1_0_2_w099_a002410,saccade,1,1,146.714,162.158,20.766,1413.0,,146.0,162.0,21.146,0.731,0.982
saccade_user9_right_session_1_0_2_w109_a000510,saccade,1,1,226.264,155.315,16.409,891.0,,226.0,155.0,16.884,0.411,0.972
saccade_user9_right_session_1_0_2_w119_a000810,saccade,1,1,182.775,149.962,15.213,770.0,,182.0,150.0,15.254,0.776,0.997
saccade_user9_right_session_1_0_2_w128_a000910,saccade,1,1,220.572,142.589,15.813,830.0,,220.0,142.0,16.004,0.821,0.988
saccade_user9_right_session_1_0_2_w136_a001010,saccade,1,1,245.649,140.257,13.911,648.0,,245.0,140.0,14.383,0.698,0.967
saccade_user9_right_session_1_0_2_w143_a001310,saccade,1,1,233.628,131.578,14.091,663.0,,233.0,131.0,14.341,0.854,0.983
saccade_user9_right_session_1_0_2_w148_a001510,saccade,1,1,180.846,132.164,15.466,795.0,,181.0,132.0,15.833,0.225,0.977
saccade_user9_right_session_1_0_2_w152_a002210,saccade,1,1,220.149,136.211,15.077,757.0,,220.0,136.0,15.296,0.258,0.986
saccade_user9_right_session_1_0_2_w156_a002610,saccade,1,1,184.704,149.592,15.622,810.0,,184.0,149.0,15.89,0.92,0.983
smooth_pursuit_user10_left_session_2_0_1_w001_a000010,smooth_pursuit,1,1,189.256,128.411,20.002,1313.0,,189.0,128.0,20.644,0.484,0.969
smooth_pursuit_user10_left_session_2_0_1_w011_a000110,smooth_pursuit,1,1,189.223,128.032,20.038,1318.0,,189.0,127.0,20.56,1.056,0.975
smooth_pursuit_user10_left_session_2_0_1_w021_a000210,smooth_pursuit,1,1,233.053,149.483,19.818,1289.0,,233.0,149.0,20.483,0.486,0.968
smooth_pursuit_user10_left_session_2_0_1_w031_a000410,smooth_pursuit,1,1,150.274,138.337,16.29,879.0,,150.0,137.0,16.775,1.365,0.971
smooth_pursuit_user10_left_session_2_0_1_w041_a000510,smooth_pursuit,1,1,208.145,123.748,17.286,987.0,,208.0,123.0,17.628,0.762,0.981
smooth_pursuit_user10_left_session_2_0_1_w051_a000610,smooth_pursuit,1,1,223.377,134.081,17.917,1059.0,,223.0,133.0,17.958,1.145,0.998
smooth_pursuit_user10_left_session_2_0_1_w061_a000710,smooth_pursuit,1,1,163.811,136.636,16.083,858.0,,163.0,136.0,16.831,1.031,0.956
smooth_pursuit_user10_left_session_2_0_1_w071_a000810,smooth_pursuit,1,1,149.759,137.619,13.782,634.0,,149.0,137.0,14.432,0.979,0.955
smooth_pursuit_user10_left_session_2_0_1_w081_a000910,smooth_pursuit,1,1,155.335,132.195,15.011,750.0,,155.0,132.0,15.348,0.387,0.978
smooth_pursuit_user10_left_session_2_0_1_w091_a001010,smooth_pursuit,1,1,172.421,132.438,17.434,1003.0,,172.0,133.0,17.641,0.702,0.988
smooth_pursuit_user10_left_session_2_0_1_w101_a001110,smooth_pursuit,1,1,223.944,116.817,15.892,836.0,,224.0,116.0,16.299,0.819,0.975
smooth_pursuit_user10_left_session_2_0_1_w111_a001210,smooth_pursuit,1,1,158.958,145.315,17.549,1016.0,,158.0,145.0,18.325,1.008,0.958
smooth_pursuit_user10_left_session_2_0_1_w121_a001410,smooth_pursuit,1,1,204.063,113.343,14.622,714.0,,204.0,113.0,14.796,0.349,0.988
smooth_pursuit_user10_left_session_2_0_1_w131_a001510,smooth_pursuit,1,1,190.204,118.411,18.213,1094.0,,190.0,118.0,18.293,0.459,0.996
smooth_pursuit_user10_left_session_2_0_1_w141_a001610,smooth_pursuit,1,1,174.039,139.008,17.467,1005.0,,174.0,139.0,17.886,0.04,0.977
smooth_pursuit_user10_left_session_2_0_1_w151_a001710,smooth_pursuit,1,1,214.787,135.211,18.267,1099.0,,214.0,135.0,18.852,0.815,0.969
smooth_pursuit_user1_left_session_2_0_1_w000_a000010,smooth_pursuit,1,1,167.598,136.745,19.878,1295.0,,167.0,136.0,20.243,0.955,0.982
smooth_pursuit_user1_left_session_2_0_1_w010_a000110,smooth_pursuit,1,1,168.094,137.886,22.085,1589.0,,168.0,137.0,22.366,0.891,0.987
smooth_pursuit_user1_left_session_2_0_1_w020_a000210,smooth_pursuit,1,1,220.331,159.933,20.654,1396.0,,220.0,160.0,21.039,0.338,0.982
smooth_pursuit_user1_left_session_2_0_1_w030_a000310,smooth_pursuit,1,1,140.049,131.936,16.277,880.0,,140.0,131.0,16.434,0.938,0.99
smooth_pursuit_user1_left_session_2_0_1_w040_a000410,smooth_pursuit,1,1,130.03,152.436,16.359,887.0,,130.0,152.0,16.817,0.437,0.973
smooth_pursuit_user1_left_session_2_0_1_w050_a000510,smooth_pursuit,1,1,190.953,119.779,15.621,809.0,,190.0,119.0,15.844,1.231,0.986
smooth_pursuit_user1_left_session_2_0_1_w060_a000610,smooth_pursuit,1,1,203.39,140.294,18.431,1117.0,,203.0,140.0,18.485,0.488,0.997
smooth_pursuit_user1_left_session_2_0_1_w070_a000710,smooth_pursuit,1,1,140.22,149.029,17.057,963.0,,140.0,148.0,17.346,1.052,0.983
smooth_pursuit_user1_left_session_2_0_1_w080_a000810,smooth_pursuit,1,1,129.973,150.778,15.0,748.0,,130.0,150.0,15.432,0.779,0.972
smooth_pursuit_user1_left_session_2_0_1_w090_a000910,smooth_pursuit,1,1,135.451,144.064,14.464,697.0,,135.0,144.0,14.33,0.456,1.009
smooth_pursuit_user1_left_session_2_0_1_w100_a001010,smooth_pursuit,1,1,148.167,143.033,16.583,909.0,,148.0,142.0,16.436,1.046,1.009
smooth_pursuit_user1_left_session_2_0_1_w110_a001110,smooth_pursuit,1,1,201.889,120.913,15.866,835.0,,201.0,120.0,15.794,1.275,1.005
smooth_pursuit_user1_left_session_2_0_1_w120_a001210,smooth_pursuit,1,1,135.362,160.807,14.645,714.0,,135.0,160.0,15.201,0.884,0.963
smooth_pursuit_user1_left_session_2_0_1_w130_a001410,smooth_pursuit,1,1,178.564,122.042,15.442,793.0,,178.0,121.0,15.513,1.185,0.995
smooth_pursuit_user1_left_session_2_0_1_w140_a001510,smooth_pursuit,1,1,167.436,126.003,15.644,814.0,,167.0,126.0,16.265,0.436,0.962
smooth_pursuit_user1_left_session_2_0_1_w150_a001610,smooth_pursuit,1,1,147.366,152.871,16.473,896.0,,147.0,152.0,16.569,0.944,0.994
smooth_pursuit_user1_left_session_2_0_1_w160_a001710,smooth_pursuit,1,1,192.396,140.695,16.773,931.0,,192.0,140.0,16.923,0.8,0.991
smooth_pursuit_user2_left_session_2_0_1_w002_a000026,smooth_pursuit,1,1,164.579,126.007,15.43,793.0,,164.0,126.0,16.006,0.579,0.964
smooth_pursuit_user2_left_session_2_0_1_w012_a000042,smooth_pursuit,1,1,164.408,124.622,13.654,625.0,,164.0,125.0,14.05,0.556,0.972
smooth_pursuit_user2_left_session_2_0_1_w022_a000110,smooth_pursuit,1,1,163.489,125.231,15.509,800.0,,163.0,125.0,15.539,0.541,0.998
smooth_pursuit_user2_left_session_2_0_1_w032_a000210,smooth_pursuit,1,1,206.801,132.891,16.4,890.0,,207.0,132.0,16.007,0.913,1.025
smooth_pursuit_user2_left_session_2_0_1_w042_a000310,smooth_pursuit,1,0,,,,,,134.0,126.0,11.313,,
smooth_pursuit_user2_left_session_2_0_1_w052_a000410,smooth_pursuit,1,1,138.534,135.329,13.163,582.0,,138.0,135.0,13.51,0.627,0.974
smooth_pursuit_user2_left_session_2_0_1_w062_a000510,smooth_pursuit,1,1,191.511,114.901,14.414,692.0,,191.0,115.0,14.608,0.521,0.987
smooth_pursuit_user2_left_session_2_0_1_w072_a000610,smooth_pursuit,1,1,190.908,128.782,15.952,843.0,,191.0,128.0,16.346,0.788,0.976
smooth_pursuit_user2_left_session_2_0_1_w082_a000710,smooth_pursuit,1,1,140.657,135.608,13.321,595.0,,141.0,135.0,13.319,0.698,1.0
smooth_pursuit_user2_left_session_2_0_1_w092_a000810,smooth_pursuit,1,1,132.437,138.92,11.847,475.0,,132.0,139.0,12.711,0.444,0.932
smooth_pursuit_user2_left_session_2_0_1_w102_a000910,smooth_pursuit,1,1,134.496,134.958,11.752,466.0,,134.0,135.0,12.377,0.498,0.949
smooth_pursuit_user2_left_session_2_0_1_w112_a001010,smooth_pursuit,1,1,144.404,135.0,13.406,602.0,,144.0,134.0,13.685,1.078,0.98
smooth_pursuit_user2_left_session_2_0_1_w122_a001110,smooth_pursuit,1,1,189.186,117.809,13.613,618.0,,189.0,117.0,14.134,0.83,0.963
smooth_pursuit_user2_left_session_2_0_1_w132_a001210,smooth_pursuit,1,1,136.504,146.557,14.114,667.0,,136.0,147.0,14.668,0.671,0.962
smooth_pursuit_user2_left_session_2_0_1_w142_a001310,smooth_pursuit,1,1,174.564,137.167,16.79,932.0,,174.0,137.0,17.024,0.589,0.986
smooth_pursuit_user2_left_session_2_0_1_w152_a001410,smooth_pursuit,1,1,172.202,115.013,14.074,659.0,,172.0,115.0,14.52,0.202,0.969
smooth_pursuit_user3_left_session_2_0_1_w003_a000010,smooth_pursuit,1,1,161.784,108.722,13.459,605.0,,161.0,108.0,13.665,1.066,0.985
smooth_pursuit_user3_left_session_2_0_1_w013_a000110,smooth_pursuit,1,1,163.131,108.416,17.054,961.0,,163.0,107.0,17.243,1.422,0.989
smooth_pursuit_user3_left_session_2_0_1_w023_a000210,smooth_pursuit,1,1,215.64,129.496,17.03,958.0,,216.0,129.0,17.469,0.613,0.975
smooth_pursuit_user3_left_session_2_0_1_w033_a000310,smooth_pursuit,1,1,122.69,105.582,10.533,377.0,,123.0,105.0,10.265,0.66,1.026
smooth_pursuit_user3_left_session_2_0_1_w043_a000410,smooth_pursuit,1,1,120.569,123.725,12.063,492.0,,121.0,123.0,11.756,0.844,1.026
smooth_pursuit_user3_left_session_2_0_1_w053_a000510,smooth_pursuit,1,1,190.055,88.15,11.793,469.0,,189.0,88.0,11.534,1.066,1.022
smooth_pursuit_user3_left_session_2_0_1_w063_a000610,smooth_pursuit,1,1,200.89,112.339,15.921,841.0,,200.0,112.0,16.079,0.952,0.99
smooth_pursuit_user3_left_session_2_0_1_w073_a000710,smooth_pursuit,1,1,131.972,121.462,14.071,662.0,,132.0,120.0,14.266,1.462,0.986
smooth_pursuit_user3_left_session_2_0_1_w083_a000910,smooth_pursuit,1,1,125.097,114.771,11.906,480.0,,125.0,115.0,12.285,0.249,0.969
smooth_pursuit_user3_left_session_2_0_1_w093_a001010,smooth_pursuit,1,1,142.069,111.425,13.367,600.0,,142.0,110.0,13.833,1.426,0.966
smooth_pursuit_user3_left_session_2_0_1_w103_a001110,smooth_pursuit,1,1,201.922,89.536,11.395,441.0,,202.0,89.0,11.841,0.542,0.962
smooth_pursuit_user3_left_session_2_0_1_w113_a001210,smooth_pursuit,1,1,125.42,131.32,13.594,620.0,,125.0,130.0,14.333,1.385,0.948
smooth_pursuit_user3_left_session_2_0_1_w123_a001410,smooth_pursuit,1,1,176.523,88.265,12.772,548.0,,176.0,88.0,12.939,0.586,0.987
smooth_pursuit_user3_left_session_2_0_1_w133_a001510,smooth_pursuit,1,1,166.259,91.257,14.561,706.0,,165.0,91.0,14.387,1.285,1.012
smooth_pursuit_user3_left_session_2_0_1_w143_a001610,smooth_pursuit,1,1,139.784,121.134,12.673,541.0,,139.0,121.0,12.579,0.795,1.007
smooth_pursuit_user3_left_session_2_0_1_w153_a001710,smooth_pursuit,1,1,191.154,109.997,14.69,720.0,,191.0,110.0,14.729,0.154,0.997
smooth_pursuit_user4_left_session_2_0_1_w004_a000110,smooth_pursuit,1,1,128.349,137.454,18.755,1155.0,,128.0,137.0,19.347,0.573,0.969
smooth_pursuit_user4_left_session_2_0_1_w014_a000210,smooth_pursuit,1,1,184.232,158.821,19.432,1240.0,,184.0,158.0,19.899,0.854,0.977
smooth_pursuit_user4_left_session_2_0_1_w024_a000310,smooth_pursuit,1,1,143.177,121.12,18.017,1069.0,,143.0,121.0,18.195,0.214,0.99
smooth_pursuit_user4_left_session_2_0_1_w034_a000410,smooth_pursuit,1,1,86.062,153.404,15.868,838.0,,86.0,153.0,16.092,0.409,0.986
smooth_pursuit_user4_left_session_2_0_1_w044_a000510,smooth_pursuit,1,1,153.585,119.313,16.437,894.0,,153.0,119.0,16.659,0.663,0.987
