user,eye,code,n_win,0-50,50-100,100-200,200-300,300-500,500-800,800-1200,1200-2000,>2000,sum_sp,sumsq,p50_sess,p90_sess
30,left,102,990,794,92,76,17,10,1,0,0,0,34576.511459144764,5026982.286777559,9.321776940692555,103.80018876028959
30,left,101,1937,1624,100,101,47,49,16,0,0,0,71503.05085300993,18081105.127394505,3.431850404103469,113.38083194585585
30,left,202,990,802,87,76,18,6,1,0,0,0,34166.19773738448,4708265.7969843745,10.8970845293112,103.01165463033763
30,left,201,1906,1642,75,85,49,38,17,0,0,0,64994.06378016195,17216951.84691698,3.190419560669344,97.35928872299375
30,right,102,981,771,95,83,22,9,1,0,0,0,35766.54471231897,5214884.434369961,9.257572908697917,116.08152613568684
30,right,101,1928,1610,102,93,61,48,14,0,0,0,71580.51059852002,18471894.678900316,2.893400787990414,119.83219346597484
30,right,202,981,770,100,78,21,10,2,0,0,0,35406.91057264935,5185324.577976056,9.732159053533517,105.84339541777447
30,right,201,1898,1635,66,86,43,55,13,0,0,0,67592.62697653704,18591540.208697807,2.853692827978319,104.69556910417855
31,left,102,1038,793,166,71,6,2,0,0,0,0,31281.865026929318,2884145.775732248,9.181837753749573,92.26176609384028
31,left,101,1899,1632,78,81,61,44,3,0,0,0,58302.27249987819,13201819.754384162,2.6233621810630603,98.70563385834754
31,left,201,1891,1584,92,117,64,34,0,0,0,0,61113.2356133784,11692773.166899057,3.5311531233971647,110.77089840740005
31,left,202,1023,802,127,86,5,2,1,0,0,0,30411.782390642926,3264127.683309264,7.138389711481291,94.68104165316234
31,right,102,1028,772,147,94,11,4,0,0,0,0,34881.40550318499,3722749.3688003747,9.455672534843126,102.56849190690933
31,right,101,1891,1609,77,77,64,57,7,0,0,0,65814.76312721171,16428431.051680613,2.9135465437912016,116.24211335484549
31,right,202,1015,774,144,83,10,4,0,0,0,0,33124.619070633285,3770899.0588189205,8.440894976723015,97.71942721983741
31,right,201,1882,1554,96,110,70,49,3,0,0,0,69188.14187335572,14879349.607527193,4.337265776112723,129.59793006096652
32,left,101,1922,1644,81,80,63,51,3,0,0,0,64980.479262521236,14776067.189548986,3.69639832667327,106.35215898344381
32,left,102,1038,797,151,71,16,3,0,0,0,0,37234.814315891635,3649366.7648553755,17.44787183050849,92.7144596467813
32,left,201,1903,1611,75,102,63,52,0,0,0,0,68575.0798585907,13690848.72633841,7.043058856616235,117.10437515924613
32,left,202,1040,807,155,62,10,6,0,0,0,0,37640.3383319826,3914190.547123719,19.28031575537438,88.54507576963982
32,right,101,1910,1626,78,89,67,49,1,0,0,0,64255.84860197569,13541250.304942906,3.7597517660723794,111.25229145007859
32,right,102,1027,784,161,65,14,3,0,0,0,0,36815.41190922116,3607794.8063369244,18.173354657061786,94.63095289929983
32,right,202,1025,788,167,51,14,4,1,0,0,0,37063.764601760166,3864879.916179659,20.058109137219258,82.7494752800442
32,right,201,1891,1598,78,95,71,49,0,0,0,0,68290.41431794879,13324970.160113476,7.3327293790694075,127.2192762919801
33,left,101,1924,1691,55,45,48,62,23,0,0,0,68530.60750502118,21603871.75601451,3.073472810660454,81.62216514182147
33,left,102,998,740,107,109,27,14,1,0,0,0,42711.04589375651,6659374.010368124,9.589071195547554,131.30287525228297
33,left,202,986,721,105,128,21,10,1,0,0,0,41507.39504291673,6157749.802140271,9.871922358590119,128.92222350774892
33,left,201,1916,1667,50,52,60,58,29,0,0,0,74517.70446111634,24129157.32879862,3.1437380868313456,113.54806581677485
33,right,101,1914,1673,57,60,51,52,21,0,0,0,66108.41014349904,19992940.715531416,2.938380833265036,90.89651728083516
33,right,102,989,751,93,112,21,12,0,0,0,0,40335.86323403087,5926776.525992754,9.180641559158733,129.24114056249985
33,right,202,975,723,101,125,18,7,1,0,0,0,39425.69424922149,5380086.867706388,10.441635122177107,122.86767784069785
33,right,201,1906,1636,64,76,50,60,20,0,0,0,71298.62250504586,21257734.216157675,2.9487854315212982,118.00812048129802
34,left,102,983,666,138,152,16,7,2,1,1,0,49794.32087156055,9788293.616815086,19.05295466562846,134.6063544866509
34,left,101,1950,1616,89,86,57,65,31,0,6,0,97479.08743057067,40713681.52020021,3.8586354922703983,154.2155153084927
34,left,201,1913,1581,103,73,46,57,40,5,8,0,103890.70224324544,54330182.56214346,3.8310245266342995,149.62336254513207
34,left,202,990,684,140,145,11,5,3,0,2,0,47770.357237042575,9456267.245580291,19.40120294040183,121.41442916461736
34,right,102,974,647,178,129,13,4,3,0,0,0,45923.31525103454,6092446.312936832,20.454437035019346,123.3042588349448
34,right,101,1939,1606,106,82,60,56,29,0,0,0,86133.92372184701,26154764.615101878,4.425140890490873,133.48421818910617
34,right,201,1905,1577,105,85,40,68,30,0,0,0,85508.41628822529,26585382.223958015,4.568296693333843,126.416415934654
34,right,202,981,679,150,136,9,4,3,0,0,0,43622.22691758782,5502313.031029069,20.40940481199651,120.0867976081381
35,left,101,1937,1637,81,75,65,59,20,0,0,0,76197.18893318826,21528736.44274139,3.4268602038690403,125.10388847168682
35,left,102,1062,838,114,83,19,5,1,2,0,0,39671.518241889746,6292960.961285502,14.157874494775491,101.54645011568645
35,left,201,1924,1619,77,82,52,77,15,2,0,0,78737.38618320346,23208357.597469047,3.0825915004917728,130.3063847606828
35,left,202,1049,808,128,89,9,9,2,2,2,0,44336.465753474455,10642909.307247099,17.78628810612234,105.0823308575513
35,right,102,1052,819,115,102,9,6,1,0,0,0,36951.873690899156,4411636.858232023,12.620691369164847,104.80935195391787
35,right,101,1918,1634,74,74,44,76,16,0,0,0,76099.43433634628,22601202.583632655,3.0925638459050804,116.53533832004946
35,right,201,1915,1639,72,73,52,60,19,0,0,0,72967.46456264821,21457671.391221672,2.8618073251091385,122.5672912988313
35,right,202,1038,804,126,85,14,8,1,0,0,0,38756.511594709315,4758775.318009777,16.626779714148626,103.83153744151198
36,left,101,1910,1621,81,87,48,60,13,0,0,0,70827.57556386365,18002655.713050455,3.8942208500724758,112.40154354307491
36,left,102,1045,830,115,68,22,9,1,0,0,0,35920.969962458126,5081591.100655856,8.942954295424924,94.1181028160798
36,left,202,1045,828,104,76,29,7,1,0,0,0,35885.95667552913,5193439.590088317,7.652779973468188,104.6541702608676
36,left,201,1909,1610,102,80,54,57,6,0,0,0,68196.12283699308,16066792.018203415,3.9258140144846414,104.19510467643966
36,right,101,1898,1605,79,95,48,59,12,0,0,0,70787.3313480494,17603086.918039195,3.5642362637265306,124.86005389573128
36,right,102,1036,805,128,80,10,12,1,0,0,0,35864.3902800326,5060298.146724839,8.383263823566846,99.34703811409443
36,right,201,1900,1615,84,90,47,54,10,0,0,0,66767.36661762893,16342372.039564537,3.402742140116131,109.6781590445098
36,right,202,1035,820,97,88,21,8,1,0,0,0,35313.17863357392,5180752.4229834,6.977553784423594,107.49531921653478
37,left,102,1028,796,166,59,2,5,0,0,0,0,32486.603754235915,2897861.4999953653,14.334183581640428,84.64946196606265
37,left,101,1931,1670,67,86,63,41,4,0,0,0,59471.775238911105,13070080.298172887,2.9802634410825433,101.61398706548862
37,left,202,1032,822,149,50,7,3,1,0,0,0,31013.028553460637,2977868.883891532,12.84267991860927,84.46763222728644
37,left,201,1911,1665,65,82,42,52,5,0,0,0,58644.950679244444,13621750.51181793,2.8085306029788746,87.01425251815373
37,right,102,1021,780,176,58,5,2,0,0,0,0,32101.673846486978,2807237.2828606386,13.831800634300388,90.28960311658541
37,right,101,1921,1662,61,89,59,44,6,0,0,0,59719.51373579407,13663819.05271719,2.5383007492781484,105.63587444606753
37,right,201,1902,1662,62,70,50,48,10,0,0,0,58939.24630077419,14672726.20210757,2.334930437627835,83.25253366780647
37,right,202,1018,801,159,51,3,4,0,0,0,0,30768.852255291076,2783868.320855228,13.241554867156903,85.19102378336557
38,left,102,971,773,127,59,8,4,0,0,0,0,31873.1231541309,3180615.7993666185,16.590086995667967,86.51677403208795
38,left,101,1915,1653,73,84,48,49,8,0,0,0,62583.470543182804,14925302.671285853,3.088435670551187,99.4766710709152
38,left,201,1906,1658,67,75,48,54,4,0,0,0,60472.721888259024,14672195.0542806,3.0521052652074117,85.15212381922305
38,left,202,975,770,113,82,7,3,0,0,0,0,32888.015638870645,3327091.0977935167,15.870795342311732,95.04695771443522
38,right,102,961,763,133,55,4,5,1,0,0,0,30588.092829294757,2990409.1163500873,16.392233105471725,87.44739552478075
38,right,101,1904,1646,79,69,52,53,5,0,0,0,61737.45433533931,14578505.441515906,3.15665445397328,90.82215836843717
38,right,201,1893,1630,83,76,59,39,6,0,0,0,58280.090948778256,13435093.217107058,2.707521890733496,93.68353530648481
38,right,202,965,759,120,78,4,4,0,0,0,0,32119.577350875967,3122798.2923232466,15.880550612066104,96.05661876665627
39,left,101,1907,1595,137,102,46,26,1,0,0,0,58927.083819327396,10169480.65719407,4.882225261255355,89.25611199147197
39,left,102,968,779,117,63,7,2,0,0,0,0,31188.12043557395,2792347.0947366166,16.206763034854113,84.19760457070137
39,left,202,974,804,101,59,9,1,0,0,0,0,28855.14996268561,2592200.588784216,12.355178257603697,80.1859994664047
39,left,201,1906,1595,128,98,51,34,0,0,0,0,58326.258305713694,10732318.67091952,3.7919969351678695,95.41511492386314
39,right,102,957,747,137,60,9,4,0,0,0,0,33537.59374767783,3154200.9709335817,18.021895614031042,85.89723469832589
39,right,101,1895,1582,120,105,49,39,0,0,0,0,62315.884037354896,11156871.15852676,5.251540734967482,101.7010259422239
39,right,201,1899,1576,128,104,45,44,2,0,0,0,62779.31323456048,12009837.010740468,3.8913367950015267,101.9320893886646
39,right,202,964,753,141,60,9,1,0,0,0,0,32424.8903170129,2835911.361614059,17.665777902042716,86.70051850339432
40,left,102,1021,882,122,9,6,1,1,0,0,0,27544.167314918916,2130284.915897716,17.472487553904617,55.93351022798218
40,left,101,1989,1740,76,82,54,35,2,0,0,0,53621.94369465678,10988260.515325442,2.7742747959673784,77.25446945452343
40,left,201,1899,1648,85,80,48,38,0,0,0,0,52173.27576739316,10520964.7885407,2.7983224123242825,84.21832004364896
40,left,202,1032,894,120,14,3,0,1,0,0,0,27273.13706186685,1804119.6743861977,18.67042716008431,58.20431183480556
40,right,102,1011,858,136,11,4,1,1,0,0,0,27240.34467038289,1893809.7211866076,19.076178627185616,57.33117302421018
40,right,101,1980,1737,70,75,54,39,5,0,0,0,54909.053989336215,11996082.965454942,2.4219600811969166,84.60585096336781
40,right,201,1888,1650,68,83,45,42,0,0,0,0,53188.889229741784,10965896.221517408,2.832614693783074,84.04983413396997
40,right,202,1023,882,123,12,4,2,0,0,0,0,27237.419718848843,1733990.5154647825,19.71231477100611,56.176653455651106
41,left,102,1051,781,125,113,21,8,3,0,0,0,42637.74435717087,6334974.464010621,11.516176171075232,121.5201869181626
41,left,101,1915,1577,96,109,59,49,25,0,0,0,82093.82828505582,22858473.35169901,3.551517887418342,138.4285067747491
41,left,201,1912,1582,97,89,60,65,19,0,0,0,82709.83833642704,23453664.97643197,3.9436268030034167,138.35900055824143
41,left,202,1044,790,122,101,21,7,2,1,0,0,40524.25182329091,6349180.559197621,9.267555041187265,114.25594624654732
41,right,102,1042,778,127,96,28,9,4,0,0,0,43241.005943224925,6867721.769628672,10.663273200568828,117.35020027591287
41,right,101,1906,1550,104,112,62,56,22,0,0,0,85242.87205274455,24064124.514183916,3.630612073416969,144.03705939259788
41,right,201,1900,1548,104,95,66,72,15,0,0,0,84991.83312756593,23522420.199057113,3.6399743199927537,146.95178744387715
41,right,202,1035,782,121,100,19,11,2,0,0,0,41008.85839238517,6379080.002429887,9.905457172535042,115.1361313808807
42,left,102,1044,830,105,90,16,3,0,0,0,0,32585.842076468227,3724360.4504386233,8.597203296004633,102.64204243567227
42,left,101,1906,1583,126,85,44,56,12,0,0,0,68577.7454835563,17776131.124808203,2.2401729292911376,105.22095285842016
42,left,201,1919,1619,106,77,56,51,10,0,0,0,65762.6903684497,16331331.270147255,2.149721069348851,102.51730843213987
42,left,202,1043,826,109,89,15,4,0,0,0,0,32907.7617444139,3889942.9566698056,8.138173531517051,101.93345805367012
42,right,102,1033,807,112,95,15,4,0,0,0,0,34317.659069126,4163194.9883579453,8.760406922082629,107.74848830213838
42,right,101,1891,1570,107,95,48,61,10,0,0,0,70282.63162033589,18163638.565068282,2.0919296950909914,120.31744787726915
42,right,201,1909,1604,107,82,49,59,8,0,0,0,67502.46830039179,17451395.3120452,2.148962459107411,106.74309256723288
42,right,202,1034,809,110,94,15,5,1,0,0,0,34678.21169495673,4454007.684729267,8.188727936045957,107.18601324979784
43,left,102,1046,784,161,91,5,5,0,0,0,0,35568.29738216875,3590812.8908842695,11.54703610242716,97.74937073271332
43,left,101,1913,1600,107,85,51,53,17,0,0,0,74194.56593220425,19377400.574060313,3.554876035860046,111.05336023071196
43,left,201,1869,1595,88,84,45,41,15,1,0,0,64093.26915617872,16705092.856876267,3.3146084741552237,98.89744828535714
43,left,202,1042,786,164,86,5,1,0,0,0,0,33190.25634772514,3077480.1010488765,9.107178313803482,96.069510961682
43,right,101,1899,1589,105,90,48,55,12,0,0,0,70951.6662036726,18005487.851431254,3.336707331795755,107.80125948931536
43,right,102,1037,789,160,81,4,2,1,0,0,0,33632.911535432635,3359157.6056517544,10.507712175668644,95.5047254876901
43,right,201,1858,1598,80,73,46,55,6,0,0,0,61192.81224347427,14862231.84232191,2.8737787582605767,93.83410087194699
43,right,202,1034,799,152,79,2,2,0,0,0,0,30970.31169452294,2780224.029170306,9.094592035069063,91.26862349089984
44,left,102,1030,829,114,76,8,3,0,0,0,0,30568.57309596915,3112902.381025202,8.980693954460708,89.64731897452782
44,left,101,1905,1567,127,115,56,37,3,0,0,0,66156.97664661324,13029707.242614653,3.156869169362626,109.28330540949554
44,left,201,1897,1582,110,98,57,49,1,0,0,0,65395.093681621656,13545236.822873894,3.0176898999195725,110.26117507016174
44,left,202,1024,822,110,68,15,9,0,0,0,0,32465.747092110956,4212989.31251158,8.311573508629476,93.39570405278089
44,right,101,1895,1585,114,102,51,39,4,0,0,0,63732.96326337302,12668049.581446,2.821373336459968,105.8485791717597
44,right,102,1018,819,113,76,6,4,0,0,0,0,29035.61533590169,2981853.700352063,8.100586368149465,90.2918659445229
44,right,202,1016,824,95,80,8,9,0,0,0,0,31078.94868708099,3979741.1633387823,8.15052447927092,97.99223611957208
44,right,201,1884,1599,104,72,61,46,2,0,0,0,62470.9488327945,13174389.79951195,2.7898898997254524,93.37808453711169
45,left,102,1059,828,137,82,7,5,0,0,0,0,35112.6983897684,3743859.650557379,11.977986220398346,90.98694685297828
45,left,101,1908,1661,60,75,61,46,5,0,0,0,62389.19405547831,14553182.09206323,3.7258754925353097,95.34234132907429
45,left,201,1903,1657,65,76,50,51,4,0,0,0,62474.3949547315,14394640.72473557,4.435040444314855,91.14526337908963
45,left,202,1035,814,131,79,6,4,1,0,0,0,31445.531223480844,3412018.014778329,8.847245217776392,92.69326542856798
45,right,101,1898,1626,71,75,64,48,8,0,4,2,77853.39881979224,37733720.67404769,4.077545584828487,113.98649080607495
45,right,102,1050,806,133,99,8,3,1,0,0,0,37215.21436053782,4120442.642220641,14.37162878561115,103.37015309866915
45,right,201,1891,1619,82,69,51,60,10,0,0,0,67856.54185103858,16615328.436433196,4.399661973854845,103.35130154497631
45,right,202,1025,790,141,83,6,4,1,0,0,0,33257.77079414301,3677190.198664748,9.623104866485383,94.42806630633534
46,left,102,1038,824,151,50,9,4,0,0,0,0,31956.196478883376,2960527.4710786566,14.626818603465136,83.09375356936442
46,left,101,1926,1619,122,103,44,38,0,0,0,0,59658.73883975061,10821120.712468807,3.974192373078734,96.5012867813542
46,left,202,1032,822,156,44,5,5,0,0,0,0,30849.5875566947,2765981.768749695,13.47506294411317,79.859109527305
46,left,201,1923,1586,146,95,66,30,0,0,0,0,62515.6684440455,11186412.02230455,3.895605314923565,97.10481426410756
46,right,102,1029,798,162,57,7,5,0,0,0,0,33205.86589186648,3079522.4388522697,16.298733483012295,82.88291609855614
46,right,101,1916,1593,129,106,54,34,0,0,0,0,63036.03508884803,11500708.078067098,4.593033644053051,100.28220459354712
46,right,202,1021,787,173,52,4,5,0,0,0,0,32536.311259817394,2985640.2667409005,13.667112856498042,83.22479563811025
46,right,201,1914,1561,149,105,67,32,0,0,0,0,66036.21842586332,12054573.84743703,4.274460387669506,106.61579939681857
47,left,102,1023,793,163,57,5,4,1,0,0,0,29809.941188274235,2996868.53087403,7.739696037281353,85.7613249957836
47,left,101,1896,1622,70,104,60,38,2,0,0,0,58799.26810521552,12739013.681285765,3.0702918617717665,107.4800029181039
47,left,201,1917,1647,83,91,54,38,4,0,0,0,57789.23918952567,12899071.76923894,3.0576907617844244,94.91707299945055
47,left,202,1038,801,142,86,7,2,0,0,0,0,30251.495845528378,3060844.4988378678,6.159552267096402,93.26467233963608
47,right,102,1013,767,173,62,7,3,1,0,0,0,31067.871653195485,3225742.1026869034,7.376636759120478,89.26125915546642
47,right,101,1886,1608,80,92,62,36,8,0,0,0,61162.516022367075,14286008.243132519,2.8719862060166994,106.13425756436399
47,right,201,1908,1638,79,86,51,49,5,0,0,0,60392.66096280911,14256891.080954652,2.757656899293732,100.15732646358573
47,right,202,1027,783,152,81,6,5,0,0,0,0,31123.571522413837,3294912.883207076,5.290041552843722,94.64131322148647
48,left,102,1038,816,123,82,14,3,0,0,0,0,32889.30303935519,3582417.886246508,7.880756499207115,96.74027893850256
48,left,101,1933,1630,101,103,55,43,1,0,0,0,60699.649945542704,12268160.198688129,2.5903503122179408,105.14954884287316
48,left,202,1039,808,129,78,21,3,0,0,0,0,33212.28538911639,3804152.8873233665,6.841196897422553,97.57261831802606
48,left,201,1904,1541,148,124,57,34,0,0,0,0,64567.47474391227,11555018.92668267,3.0536073804641033,112.51350372019702
48,right,101,1912,1615,105,85,49,54,4,0,0,0,62139.37625450382,14030386.156081095,2.0159823601597004,101.58563763406978
48,right,102,1027,803,115,94,11,4,0,0,0,0,32338.66142554045,3503715.2947245897,7.964227829476857,103.20642867125643
48,right,202,1028,805,114,91,15,3,0,0,0,0,32809.33209552436,3769142.157792102,6.698381562907622,104.05113849599874
48,right,201,1893,1537,134,122,61,39,0,0,0,0,65104.64590514119,12034304.20176078,2.809355470645486,116.0471951647205
