record_kind	source_path	target_path	mode	blob_id	disposition	detail
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_00_left_user10_session_1_0_2_0000_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_00_left_user10_session_1_0_2_0000_mask.png	100644	83ff8256b53e40c15e41a209265585d1b23a467a	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_00_left_user10_session_1_0_2_0000_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_00_left_user10_session_1_0_2_0000_overlay.png	100644	50f6bdad2c2124e090e6ef2aef47d900b3e670ff	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_01_left_user28_session_2_0_2_0013_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_01_left_user28_session_2_0_2_0013_frame.png	100644	a7a1fcc31893e0e8855ed6e68b5ebb861ca8dac1	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_01_left_user28_session_2_0_2_0013_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_01_left_user28_session_2_0_2_0013_mask.png	100644	35e76549da06fb69c56ba66806a1e84e3adce50f	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_01_left_user28_session_2_0_2_0013_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_01_left_user28_session_2_0_2_0013_overlay.png	100644	ad67801d817cbdf07e01cea875f3ba244de8fdbf	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_02_left_user45_session_2_0_1_0029_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_02_left_user45_session_2_0_1_0029_frame.png	100644	7996642d7df657e3c7a688aa80b29b8b01f7b351	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_02_left_user45_session_2_0_1_0029_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_02_left_user45_session_2_0_1_0029_mask.png	100644	777a375941a0fbe1f7550c3dc20d1005e032e479	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_02_left_user45_session_2_0_1_0029_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_02_left_user45_session_2_0_1_0029_overlay.png	100644	52f1ee3137078cdb5111c6f8f4a2bf92d2811f77	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_03_right_user19_session_2_0_1_0013_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_03_right_user19_session_2_0_1_0013_frame.png	100644	802e0d38ce7fba3a73d3c964c4407874816ffbc3	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_03_right_user19_session_2_0_1_0013_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_03_right_user19_session_2_0_1_0013_mask.png	100644	7ec5e23325bd2aba5bfd22e55e55f650c689584d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_03_right_user19_session_2_0_1_0013_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_03_right_user19_session_2_0_1_0013_overlay.png	100644	3c4b3fc05354b78784454baaa4752725c291d358	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_04_right_user3_session_2_0_2_0020_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_04_right_user3_session_2_0_2_0020_frame.png	100644	da869a5614753d927956a863cccd9d8ec4a0c4c6	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_04_right_user3_session_2_0_2_0020_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_04_right_user3_session_2_0_2_0020_mask.png	100644	2374777239007380ef15f32ce8ac6c8de0ee4db3	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_04_right_user3_session_2_0_2_0020_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/train_04_right_user3_session_2_0_2_0020_overlay.png	100644	3fd0f6139867ad8ba3811d1b8ef05da15f72b92c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_00_right_user35_session_2_0_2_0000_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_00_right_user35_session_2_0_2_0000_frame.png	100644	062272e64f9d2fc861d9626cb4575faf0766e699	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_00_right_user35_session_2_0_2_0000_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_00_right_user35_session_2_0_2_0000_mask.png	100644	ba2de992a7da7a42f42a0ba4fc52be4c096ec820	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_00_right_user35_session_2_0_2_0000_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_00_right_user35_session_2_0_2_0000_overlay.png	100644	cb9e3821310f1f4efc418fc4f7f2977bfe130d3e	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_01_right_user40_session_2_0_1_0014_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_01_right_user40_session_2_0_1_0014_frame.png	100644	2a9d58cfb71eabaa2183ca79b49530000d32daee	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_01_right_user40_session_2_0_1_0014_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_01_right_user40_session_2_0_1_0014_mask.png	100644	962e263844bd15330debc04c7bb541ed84bc2c92	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_01_right_user40_session_2_0_1_0014_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_01_right_user40_session_2_0_1_0014_overlay.png	100644	4f9b6cf8f9e10cf2aa700f139d65d5e1a0ce9194	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_02_right_user44_session_2_0_2_0026_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_02_right_user44_session_2_0_2_0026_frame.png	100644	a69de12eb249a799b0958f97cd4d5d9874a34428	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_02_right_user44_session_2_0_2_0026_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_02_right_user44_session_2_0_2_0026_mask.png	100644	f42acc95987cbf0a0fef8331d55a9f7022d6f33c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_02_right_user44_session_2_0_2_0026_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_02_right_user44_session_2_0_2_0026_overlay.png	100644	8f033539efaa98b27ae3684f552e7e1f1eae1e51	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_03_right_user5_session_1_0_2_0011_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_03_right_user5_session_1_0_2_0011_frame.png	100644	4fd9a2ca473ffa55411d4c6114f3ab004f8b11fd	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_03_right_user5_session_1_0_2_0011_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_03_right_user5_session_1_0_2_0011_mask.png	100644	ad695597a14544145c2863a598e29c87e6e55ac5	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_03_right_user5_session_1_0_2_0011_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_03_right_user5_session_1_0_2_0011_overlay.png	100644	26d2bd428cd12bd72d7789fd2cc3f1c800d62a71	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_04_right_user9_session_2_0_2_0027_frame.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_04_right_user9_session_2_0_2_0027_frame.png	100644	bb1aae479b0c5fd1c4dee2ff319f547acee87188	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_04_right_user9_session_2_0_2_0027_mask.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_04_right_user9_session_2_0_2_0027_mask.png	100644	08beb32cff62ccda6cbf1a70ed94d23e3ade50a5	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_04_right_user9_session_2_0_2_0027_overlay.png	algorithm/analysis/report/FACET/datasets/unet_dataset_samples/val_04_right_user9_session_2_0_2_0027_overlay.png	100644	4c18fef56fbf6f1a8fa1536740f976b53e934f2d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_artifact_checkpoint_path_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_artifact_checkpoint_path_validation_2026-06-26.md	100644	84e793c7732c6964d7c14c085ab06127bc5be88d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_artifact_validation_cli_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_artifact_validation_cli_2026-06-26.md	100644	13b5ffe81adfcdbf4a99e330a01afce96de2f55a	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_artifact_validation_smoke_test_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_artifact_validation_smoke_test_2026-06-26.md	100644	793138c6b20215213d9cd324c1dd387eb558b67e	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_comparison_row_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_comparison_row_validation_2026-06-26.md	100644	14d3aa903df68ea74d1c4b69d4e2c6835ee2c218	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_conversation_summary_2026-06-25.md	algorithm/analysis/report/FACET/evaluation/FACET_conversation_summary_2026-06-25.md	100644	99dca11aec7a0c7b9962afd6e4854f94d0c4f7d0	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_evaluation_runner_completion_gate_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_evaluation_runner_completion_gate_2026-06-26.md	100644	7e2524d88f46ca6dc5faae01a91ae7982845ceba	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_evaluation_watcher_idempotency_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_evaluation_watcher_idempotency_2026-06-26.md	100644	899e00b1384163a7134ebfda6e7cac3b22c023ab	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_content_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_content_validation_2026-06-26.md	100644	9f3093a6f4cd46f3e399207fe6fccbdc4939dc28	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_context_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_context_validation_2026-06-26.md	100644	a5edab0717706fa0e4daeaf8ebf98cae3e3a6f3b	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_date_consistency_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_date_consistency_2026-06-26.md	100644	7b3960e657e9e2a7624cf285e4c85d5467cc7e0d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_numeric_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_final_artifact_numeric_validation_2026-06-26.md	100644	582c09fcf0b33d57761c5835ecab85a566633158	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_final_evaluation_pairwise_comparison_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_final_evaluation_pairwise_comparison_2026-06-26.md	100644	f113a6853350131c008777bba993378404dbb17d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_full_evaluation_gate_hardening_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_full_evaluation_gate_hardening_2026-06-26.md	100644	f1775c3986c6469e17c941088d94b61478ec411c	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_markdown_artifact_content_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_markdown_artifact_content_validation_2026-06-26.md	100644	abaf42e8c0385b5156430fbeb6217b23f1a32ed3	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_missing_gate_summary_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_missing_gate_summary_2026-06-26.md	100644	495c2f39e893aeb449309731270800f359ef38d4	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_pairwise_input_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_pairwise_input_validation_2026-06-26.md	100644	55d216ccbe6d70ed055c0ee2ec5b91da85fd1f27	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_pairwise_input_validation_smoke_test_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_pairwise_input_validation_smoke_test_2026-06-26.md	100644	e8df23647ad07451bfdfd3f79d062f69414a59ff	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_phase4_epnet_eval_smoke_2026-06-25.json	algorithm/analysis/report/FACET/evaluation/FACET_phase4_epnet_eval_smoke_2026-06-25.json	100644	cef3793edf97124480d0d015c4cb7ed7347c1d97	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_phase4_epnet_eval_smoke_2026-06-25.md	algorithm/analysis/report/FACET/evaluation/FACET_phase4_epnet_eval_smoke_2026-06-25.md	100644	1229e755989df0079735e294c8e60161a253e2ee	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_phase4_evaluation_prep_2026-06-25.md	algorithm/analysis/report/FACET/evaluation/FACET_phase4_evaluation_prep_2026-06-25.md	100644	953e5205a835f022d42d0029c7bbc0ae088108f3	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_reproduction_summary_artifact_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_reproduction_summary_artifact_2026-06-26.md	100644	bdbda608e6dbb03babb85f8e3ade0639702562a0	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_status_summary_sync_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_status_summary_sync_2026-06-26.md	100644	9186524683dffa8814da9ed02f00c796cc7cf4fb	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_summary_content_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_summary_content_validation_2026-06-26.md	100644	08d13afdfc4f040910ac686bd16aa83b671cb569	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_summary_entry_path_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_summary_entry_path_validation_2026-06-26.md	100644	72fac3d453e3f88404c03d6f9b0a96aebe8260e2	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_summary_label_validation_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_summary_label_validation_2026-06-26.md	100644	8c767fb19bdb49d7dc740e6612efef703a5a3131	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/FACET_validation_smoke_suite_2026-06-26.md	algorithm/analysis/report/FACET/evaluation/FACET_validation_smoke_suite_2026-06-26.md	100644	44d630f45d21301028101b4b5331f9bb60979b47	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_label_uncertainty_overlay.png	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_label_uncertainty_overlay.png	100644	d6ea2f3127c99d336e63f05315f5ca7681b13268	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_motion_pixel_error_box.png	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_motion_pixel_error_box.png	100644	436de663a8f8656581ec6e015afa3cf76041915d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_subject_iou_box.png	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_subject_iou_box.png	100644	7c4cd1e490fd2a5a3be6d803c583e3a5fec88068	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_subject_motion_counts.png	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_subject_motion_counts.png	100644	35cad7c0d024e6e2782a57a9b625fb065f26cd8e	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_subject_pixel_error_box.png	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/figures/fig_subject_pixel_error_box.png	100644	2d38d184581566b05cba82f673c7aa3cb3578e4e	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_label_precision_floor.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_label_precision_floor.csv	100644	45bf545d7dfd4e48996361542b12d09e799d3296	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_pseudolabel_noise_stats.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_pseudolabel_noise_stats.csv	100644	7baf5dc39d3896efdb576d84ba6ac6e280eb6700	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_motion_pixel_error_stats.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_motion_pixel_error_stats.csv	100644	8d6834a5f4bfd9b1eb7d779ccc590a15aa612ced	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_pseudolabel_noise.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_pseudolabel_noise.csv	100644	67795c5138b08d79e0e96583e802297a7e1031d7	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_subject_error_iou_stats.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_subject_error_iou_stats.csv	100644	57cc8e04c5bc4c1aeb2860216b22a92e7e4091a2	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_subject_motion_counts.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_subject_motion_counts.csv	100644	c507ee20f5bf23f0ad9ca26f38d2431b48dbccaf	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_subject_pixel_error_stats.csv	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval/hbtxr_val_subject_pixel_error_stats.csv	100644	4808946e930904aa013f3d79a385f7b9206dad6d	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval_2026-06-28.md	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval_2026-06-28.md	100644	f11637f5a558cce481bfd384e1a6049a93348b67	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval_detailed_no_ci_2026-06-29.md	algorithm/analysis/report/FACET/evaluation/HBTXR_val_motion_eval_detailed_no_ci_2026-06-29.md	100644	cbd1a1cc4df5aa6721916bee76c99c1b336ec81f	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/ElNet_DCNv2_native_build_2026-07-02.md	algorithm/analysis/report/FACET/operations/ElNet_DCNv2_native_build_2026-07-02.md	100644	75b568b09f34c575a7e5c78533c5313c63b93d43	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/ElNet_torchvision_DCN_and_cudnn922_env_2026-07-02.md	algorithm/analysis/report/FACET/operations/ElNet_torchvision_DCN_and_cudnn922_env_2026-07-02.md	100644	f39e933419a8edd95e15a74fc374dc135f57dd68	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/FACET_reproduction_completion_audit_2026-06-26.json	algorithm/analysis/report/FACET/operations/FACET_reproduction_completion_audit_2026-06-26.json	100644	596961cc3ff6cc6787aa8e0e23c743e18a30adb2	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/FACET_reproduction_status_2026-06-25.json	algorithm/analysis/report/FACET/operations/FACET_reproduction_status_2026-06-25.json	100644	e5ea601448f1e37ba957a682fdb1d7da66b8b2c5	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/FACET_reproduction_status_2026-06-26.json	algorithm/analysis/report/FACET/operations/FACET_reproduction_status_2026-06-26.json	100644	54ff8e403a9d101e5fc230120f681ba68751701f	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/audit_reproduction_completion_2026-06-26.py	algorithm/analysis/report/FACET/operations/audit_reproduction_completion_2026-06-26.py	100644	5d3bb388265b63fbc6241511049b3ece6e7576eb	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/check_goal_completion_after_guard_2026-06-26.sh	algorithm/analysis/report/FACET/operations/check_goal_completion_after_guard_2026-06-26.sh	100644	75bbb6608a393cf5afc5b13dd7ec91c25ed74867	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/run_brat_subject_independent_img64_gpu1_2026-07-02.sh	algorithm/analysis/report/FACET/operations/run_brat_subject_independent_img64_gpu1_2026-07-02.sh	100644	ab2016705bf8eefb199c60093c818014013c4d30	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/run_elnet_subject_independent_img64_torchvision_dcn_gpu0_2026-07-02.sh	algorithm/analysis/report/FACET/operations/run_elnet_subject_independent_img64_torchvision_dcn_gpu0_2026-07-02.sh	100644	eefb321e4d651556c3e6cfa645d1d4b664f516cb	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/run_elnet_subject_independent_img64_torchvision_dcn_gpu1_2026-07-02.sh	algorithm/analysis/report/FACET/operations/run_elnet_subject_independent_img64_torchvision_dcn_gpu1_2026-07-02.sh	100644	1ff8cbcc130a549351fe4295c43a93f1403dcd15	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
preserved_blob	algorithm/analysis/report/FACET/operations/run_epnet_fpn_dw_checkpoint_evaluation_2026-06-26.sh	algorithm/analysis/report/FACET/operations/run_epnet_fpn_dw_checkpoint_evaluation_2026-06-26.sh	100644	10aa3e6a38f03a372f8016a1d68e356adcfbe9e1	preserve	baseline ebe862b11506e819c5bd5abc925299fc5fbb6f1a
