key,motion,user,eye,session,K,anchor_index,anchor_ts_us,ts_lo,ts_hi,n_frames,n_events,q_good,q_frontal,q_illum,event_file,label_dir
fixation_user4_left_session_1_0_2_w124_a002610,fixation,user4,left,session_1_0_2,11,2610,1657781078552577,1657781078352576,1657781078752577,11,8026,True,True,True,../samples/event/fixation_user4_left_session_1_0_2_w124_a002610.npz,../samples/label/fixation_user4_left_session_1_0_2_w124_a002610
saccade_user4_left_session_1_0_2_w004_a000410,saccade,user4,left,session_1_0_2,7,410,1657780990552506,1657780990432506,1657780990672506,7,20236,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w004_a000410.npz,../samples/label/saccade_user4_left_session_1_0_2_w004_a000410
saccade_user4_left_session_1_0_2_w014_a000510,saccade,user4,left,session_1_0_2,7,510,1657780994552509,1657780994432509,1657780994672509,7,14898,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w014_a000510.npz,../samples/label/saccade_user4_left_session_1_0_2_w014_a000510
saccade_user4_left_session_1_0_2_w024_a000610,saccade,user4,left,session_1_0_2,7,610,1657780998552512,1657780998432512,1657780998672512,7,18149,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w024_a000610.npz,../samples/label/saccade_user4_left_session_1_0_2_w024_a000610
saccade_user4_left_session_1_0_2_w034_a000710,saccade,user4,left,session_1_0_2,7,710,1657781002552516,1657781002432516,1657781002672516,7,14198,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w034_a000710.npz,../samples/label/saccade_user4_left_session_1_0_2_w034_a000710
saccade_user4_left_session_1_0_2_w044_a000810,saccade,user4,left,session_1_0_2,7,810,1657781006552519,1657781006432519,1657781006672519,7,7386,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w044_a000810.npz,../samples/label/saccade_user4_left_session_1_0_2_w044_a000810
saccade_user4_left_session_1_0_2_w054_a000910,saccade,user4,left,session_1_0_2,7,910,1657781010552522,1657781010432522,1657781010672522,7,8430,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w054_a000910.npz,../samples/label/saccade_user4_left_session_1_0_2_w054_a000910
saccade_user4_left_session_1_0_2_w064_a001110,saccade,user4,left,session_1_0_2,7,1110,1657781018552528,1657781018432528,1657781018672529,7,4811,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w064_a001110.npz,../samples/label/saccade_user4_left_session_1_0_2_w064_a001110
saccade_user4_left_session_1_0_2_w074_a001310,saccade,user4,left,session_1_0_2,7,1310,1657781026552535,1657781026432535,1657781026672535,7,12286,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w074_a001310.npz,../samples/label/saccade_user4_left_session_1_0_2_w074_a001310
saccade_user4_left_session_1_0_2_w084_a001410,saccade,user4,left,session_1_0_2,7,1410,1657781030552538,1657781030432538,1657781030672538,7,6263,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w084_a001410.npz,../samples/label/saccade_user4_left_session_1_0_2_w084_a001410
saccade_user4_left_session_1_0_2_w094_a001710,saccade,user4,left,session_1_0_2,7,1710,1657781042552548,1657781042432548,1657781042672548,7,27763,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w094_a001710.npz,../samples/label/saccade_user4_left_session_1_0_2_w094_a001710
saccade_user4_left_session_1_0_2_w104_a001810,saccade,user4,left,session_1_0_2,7,1810,1657781046552551,1657781046432551,1657781046672551,7,11654,True,True,True,../samples/event/saccade_user4_left_session_1_0_2_w104_a001810.npz,../samples/label/saccade_user4_left_session_1_0_2_w104_a001810
fixation_user5_left_session_1_0_2_w005_a000110,fixation,user5,left,session_1_0_2,11,110,1657782729313899,1657782729113899,1657782729513899,11,7800,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w005_a000110.npz,../samples/label/fixation_user5_left_session_1_0_2_w005_a000110
fixation_user5_left_session_1_0_2_w015_a000210,fixation,user5,left,session_1_0_2,11,210,1657782733313902,1657782733113902,1657782733513903,11,11754,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w015_a000210.npz,../samples/label/fixation_user5_left_session_1_0_2_w015_a000210
fixation_user5_left_session_1_0_2_w025_a000410,fixation,user5,left,session_1_0_2,11,410,1657782741313909,1657782741113909,1657782741513909,11,8750,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w025_a000410.npz,../samples/label/fixation_user5_left_session_1_0_2_w025_a000410
fixation_user5_left_session_1_0_2_w035_a000510,fixation,user5,left,session_1_0_2,11,510,1657782745313912,1657782745113912,1657782745513912,11,9619,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w035_a000510.npz,../samples/label/fixation_user5_left_session_1_0_2_w035_a000510
fixation_user5_left_session_1_0_2_w045_a000610,fixation,user5,left,session_1_0_2,11,610,1657782749313915,1657782749113915,1657782749513915,11,22411,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w045_a000610.npz,../samples/label/fixation_user5_left_session_1_0_2_w045_a000610
fixation_user5_left_session_1_0_2_w055_a001310,fixation,user5,left,session_1_0_2,11,1310,1657782777313938,1657782777113938,1657782777513938,11,11052,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w055_a001310.npz,../samples/label/fixation_user5_left_session_1_0_2_w055_a001310
fixation_user5_left_session_1_0_2_w065_a001410,fixation,user5,left,session_1_0_2,11,1410,1657782781313941,1657782781113941,1657782781513941,11,8297,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w065_a001410.npz,../samples/label/fixation_user5_left_session_1_0_2_w065_a001410
fixation_user5_left_session_1_0_2_w075_a001510,fixation,user5,left,session_1_0_2,11,1510,1657782785313944,1657782785113944,1657782785513944,11,12934,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w075_a001510.npz,../samples/label/fixation_user5_left_session_1_0_2_w075_a001510
fixation_user5_left_session_1_0_2_w085_a001610,fixation,user5,left,session_1_0_2,11,1610,1657782789313947,1657782789113947,1657782789513947,11,14325,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w085_a001610.npz,../samples/label/fixation_user5_left_session_1_0_2_w085_a001610
fixation_user5_left_session_1_0_2_w095_a001710,fixation,user5,left,session_1_0_2,11,1710,1657782793313951,1657782793113950,1657782793513951,11,18489,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w095_a001710.npz,../samples/label/fixation_user5_left_session_1_0_2_w095_a001710
fixation_user5_left_session_1_0_2_w105_a001910,fixation,user5,left,session_1_0_2,11,1910,1657782801313957,1657782801113957,1657782801513957,11,22963,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w105_a001910.npz,../samples/label/fixation_user5_left_session_1_0_2_w105_a001910
fixation_user5_left_session_1_0_2_w115_a002110,fixation,user5,left,session_1_0_2,11,2110,1657782809313963,1657782809113963,1657782809513963,11,22540,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w115_a002110.npz,../samples/label/fixation_user5_left_session_1_0_2_w115_a002110
fixation_user5_left_session_1_0_2_w125_a002210,fixation,user5,left,session_1_0_2,11,2210,1657782813313967,1657782813113966,1657782813513967,11,16098,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w125_a002210.npz,../samples/label/fixation_user5_left_session_1_0_2_w125_a002210
fixation_user5_left_session_1_0_2_w135_a002310,fixation,user5,left,session_1_0_2,11,2310,1657782817313970,1657782817113970,1657782817513970,11,8711,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w135_a002310.npz,../samples/label/fixation_user5_left_session_1_0_2_w135_a002310
fixation_user5_left_session_1_0_2_w145_a002510,fixation,user5,left,session_1_0_2,11,2510,1657782825313976,1657782825113976,1657782825513976,11,17067,True,True,True,../samples/event/fixation_user5_left_session_1_0_2_w145_a002510.npz,../samples/label/fixation_user5_left_session_1_0_2_w145_a002510
saccade_user5_left_session_1_0_2_w005_a000010,saccade,user5,left,session_1_0_2,7,10,1657782725313896,1657782725193896,1657782725433896,7,10068,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w005_a000010.npz,../samples/label/saccade_user5_left_session_1_0_2_w005_a000010
saccade_user5_left_session_1_0_2_w015_a000310,saccade,user5,left,session_1_0_2,7,310,1657782737313906,1657782737193906,1657782737433906,7,19872,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w015_a000310.npz,../samples/label/saccade_user5_left_session_1_0_2_w015_a000310
saccade_user5_left_session_1_0_2_w025_a000810,saccade,user5,left,session_1_0_2,7,810,1657782757313922,1657782757193922,1657782757433922,7,17675,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w025_a000810.npz,../samples/label/saccade_user5_left_session_1_0_2_w025_a000810
saccade_user5_left_session_1_0_2_w035_a000910,saccade,user5,left,session_1_0_2,7,910,1657782761313925,1657782761193925,1657782761433925,7,8312,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w035_a000910.npz,../samples/label/saccade_user5_left_session_1_0_2_w035_a000910
saccade_user5_left_session_1_0_2_w045_a001110,saccade,user5,left,session_1_0_2,7,1110,1657782769313931,1657782769193931,1657782769433931,7,15241,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w045_a001110.npz,../samples/label/saccade_user5_left_session_1_0_2_w045_a001110
saccade_user5_left_session_1_0_2_w055_a001210,saccade,user5,left,session_1_0_2,7,1210,1657782773313934,1657782773193934,1657782773433935,7,11475,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w055_a001210.npz,../samples/label/saccade_user5_left_session_1_0_2_w055_a001210
saccade_user5_left_session_1_0_2_w065_a001810,saccade,user5,left,session_1_0_2,7,1810,1657782797313954,1657782797193954,1657782797433954,7,11708,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w065_a001810.npz,../samples/label/saccade_user5_left_session_1_0_2_w065_a001810
saccade_user5_left_session_1_0_2_w075_a002010,saccade,user5,left,session_1_0_2,7,2010,1657782805313960,1657782805193960,1657782805433960,7,27756,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w075_a002010.npz,../samples/label/saccade_user5_left_session_1_0_2_w075_a002010
saccade_user5_left_session_1_0_2_w085_a002410,saccade,user5,left,session_1_0_2,7,2410,1657782821313973,1657782821193973,1657782821433973,7,16099,True,True,True,../samples/event/saccade_user5_left_session_1_0_2_w085_a002410.npz,../samples/label/saccade_user5_left_session_1_0_2_w085_a002410
fixation_user6_left_session_1_0_2_w006_a000110,fixation,user6,left,session_1_0_2,11,110,1657785220275895,1657785220075895,1657785220475895,11,8267,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w006_a000110.npz,../samples/label/fixation_user6_left_session_1_0_2_w006_a000110
fixation_user6_left_session_1_0_2_w016_a000210,fixation,user6,left,session_1_0_2,11,210,1657785224275898,1657785224075898,1657785224475899,11,12948,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w016_a000210.npz,../samples/label/fixation_user6_left_session_1_0_2_w016_a000210
fixation_user6_left_session_1_0_2_w026_a000310,fixation,user6,left,session_1_0_2,11,310,1657785228275902,1657785228075901,1657785228475902,11,8659,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w026_a000310.npz,../samples/label/fixation_user6_left_session_1_0_2_w026_a000310
fixation_user6_left_session_1_0_2_w036_a000610,fixation,user6,left,session_1_0_2,11,610,1657785240275911,1657785240075911,1657785240475911,11,18600,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w036_a000610.npz,../samples/label/fixation_user6_left_session_1_0_2_w036_a000610
fixation_user6_left_session_1_0_2_w046_a000910,fixation,user6,left,session_1_0_2,11,910,1657785252275921,1657785252075921,1657785252475921,11,19738,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w046_a000910.npz,../samples/label/fixation_user6_left_session_1_0_2_w046_a000910
fixation_user6_left_session_1_0_2_w056_a001010,fixation,user6,left,session_1_0_2,11,1010,1657785256275924,1657785256075924,1657785256475924,11,21508,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w056_a001010.npz,../samples/label/fixation_user6_left_session_1_0_2_w056_a001010
fixation_user6_left_session_1_0_2_w066_a001110,fixation,user6,left,session_1_0_2,11,1110,1657785260275927,1657785260075927,1657785260475927,11,12492,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w066_a001110.npz,../samples/label/fixation_user6_left_session_1_0_2_w066_a001110
fixation_user6_left_session_1_0_2_w076_a001210,fixation,user6,left,session_1_0_2,11,1210,1657785264275930,1657785264075930,1657785264475931,11,12343,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w076_a001210.npz,../samples/label/fixation_user6_left_session_1_0_2_w076_a001210
fixation_user6_left_session_1_0_2_w086_a001310,fixation,user6,left,session_1_0_2,11,1310,1657785268275934,1657785268075933,1657785268475934,11,11617,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w086_a001310.npz,../samples/label/fixation_user6_left_session_1_0_2_w086_a001310
fixation_user6_left_session_1_0_2_w096_a001610,fixation,user6,left,session_1_0_2,11,1610,1657785280275943,1657785280075943,1657785280475943,11,16473,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w096_a001610.npz,../samples/label/fixation_user6_left_session_1_0_2_w096_a001610
fixation_user6_left_session_1_0_2_w106_a001710,fixation,user6,left,session_1_0_2,11,1710,1657785284275946,1657785284075946,1657785284475947,11,19164,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w106_a001710.npz,../samples/label/fixation_user6_left_session_1_0_2_w106_a001710
fixation_user6_left_session_1_0_2_w116_a001810,fixation,user6,left,session_1_0_2,11,1810,1657785288275950,1657785288075950,1657785288475950,11,25808,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w116_a001810.npz,../samples/label/fixation_user6_left_session_1_0_2_w116_a001810
fixation_user6_left_session_1_0_2_w126_a001910,fixation,user6,left,session_1_0_2,11,1910,1657785292275953,1657785292075953,1657785292475953,11,18349,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w126_a001910.npz,../samples/label/fixation_user6_left_session_1_0_2_w126_a001910
fixation_user6_left_session_1_0_2_w136_a002010,fixation,user6,left,session_1_0_2,11,2010,1657785296275956,1657785296075956,1657785296475956,11,9832,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w136_a002010.npz,../samples/label/fixation_user6_left_session_1_0_2_w136_a002010
fixation_user6_left_session_1_0_2_w146_a002110,fixation,user6,left,session_1_0_2,11,2110,1657785300275959,1657785300075959,1657785300475959,11,11393,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w146_a002110.npz,../samples/label/fixation_user6_left_session_1_0_2_w146_a002110
fixation_user6_left_session_1_0_2_w156_a002210,fixation,user6,left,session_1_0_2,11,2210,1657785304275962,1657785304075962,1657785304475963,11,8847,True,True,True,../samples/event/fixation_user6_left_session_1_0_2_w156_a002210.npz,../samples/label/fixation_user6_left_session_1_0_2_w156_a002210
saccade_user6_left_session_1_0_2_w006_a000410,saccade,user6,left,session_1_0_2,7,410,1657785232275905,1657785232155905,1657785232395905,7,10660,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w006_a000410.npz,../samples/label/saccade_user6_left_session_1_0_2_w006_a000410
saccade_user6_left_session_1_0_2_w016_a000510,saccade,user6,left,session_1_0_2,7,510,1657785236275908,1657785236155908,1657785236395908,7,9304,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w016_a000510.npz,../samples/label/saccade_user6_left_session_1_0_2_w016_a000510
saccade_user6_left_session_1_0_2_w026_a000710,saccade,user6,left,session_1_0_2,7,710,1657785244275914,1657785244155914,1657785244395915,7,15395,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w026_a000710.npz,../samples/label/saccade_user6_left_session_1_0_2_w026_a000710
saccade_user6_left_session_1_0_2_w036_a000810,saccade,user6,left,session_1_0_2,7,810,1657785248275918,1657785248155918,1657785248395918,7,8652,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w036_a000810.npz,../samples/label/saccade_user6_left_session_1_0_2_w036_a000810
saccade_user6_left_session_1_0_2_w046_a001410,saccade,user6,left,session_1_0_2,7,1410,1657785272275937,1657785272155937,1657785272395937,7,14138,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w046_a001410.npz,../samples/label/saccade_user6_left_session_1_0_2_w046_a001410
saccade_user6_left_session_1_0_2_w056_a001510,saccade,user6,left,session_1_0_2,7,1510,1657785276275940,1657785276155940,1657785276395940,7,10814,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w056_a001510.npz,../samples/label/saccade_user6_left_session_1_0_2_w056_a001510
saccade_user6_left_session_1_0_2_w066_a002410,saccade,user6,left,session_1_0_2,7,2410,1657785312275969,1657785312155969,1657785312395969,7,16664,True,True,True,../samples/event/saccade_user6_left_session_1_0_2_w066_a002410.npz,../samples/label/saccade_user6_left_session_1_0_2_w066_a002410
fixation_user7_left_session_1_0_2_w007_a000110,fixation,user7,left,session_1_0_2,11,110,1657786949437281,1657786949237281,1657786949637281,11,7687,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w007_a000110.npz,../samples/label/fixation_user7_left_session_1_0_2_w007_a000110
fixation_user7_left_session_1_0_2_w017_a000210,fixation,user7,left,session_1_0_2,11,210,1657786953437284,1657786953237284,1657786953637284,11,7945,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w017_a000210.npz,../samples/label/fixation_user7_left_session_1_0_2_w017_a000210
fixation_user7_left_session_1_0_2_w027_a000310,fixation,user7,left,session_1_0_2,11,310,1657786957437287,1657786957237287,1657786957637287,11,8910,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w027_a000310.npz,../samples/label/fixation_user7_left_session_1_0_2_w027_a000310
fixation_user7_left_session_1_0_2_w037_a001010,fixation,user7,left,session_1_0_2,11,1010,1657786985437310,1657786985237309,1657786985637310,11,11712,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w037_a001010.npz,../samples/label/fixation_user7_left_session_1_0_2_w037_a001010
fixation_user7_left_session_1_0_2_w047_a001110,fixation,user7,left,session_1_0_2,11,1110,1657786989437313,1657786989237313,1657786989637313,11,8347,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w047_a001110.npz,../samples/label/fixation_user7_left_session_1_0_2_w047_a001110
fixation_user7_left_session_1_0_2_w057_a001510,fixation,user7,left,session_1_0_2,11,1510,1657787005437326,1657787005237325,1657787005637326,11,9767,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w057_a001510.npz,../samples/label/fixation_user7_left_session_1_0_2_w057_a001510
fixation_user7_left_session_1_0_2_w067_a001610,fixation,user7,left,session_1_0_2,11,1610,1657787009437329,1657787009237329,1657787009637329,11,15257,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w067_a001610.npz,../samples/label/fixation_user7_left_session_1_0_2_w067_a001610
fixation_user7_left_session_1_0_2_w077_a001710,fixation,user7,left,session_1_0_2,11,1710,1657787013437332,1657787013237332,1657787013637332,11,18712,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w077_a001710.npz,../samples/label/fixation_user7_left_session_1_0_2_w077_a001710
fixation_user7_left_session_1_0_2_w087_a001810,fixation,user7,left,session_1_0_2,11,1810,1657787017437335,1657787017237335,1657787017637335,11,15657,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w087_a001810.npz,../samples/label/fixation_user7_left_session_1_0_2_w087_a001810
fixation_user7_left_session_1_0_2_w097_a001910,fixation,user7,left,session_1_0_2,11,1910,1657787021437338,1657787021237338,1657787021637339,11,11616,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w097_a001910.npz,../samples/label/fixation_user7_left_session_1_0_2_w097_a001910
fixation_user7_left_session_1_0_2_w107_a002010,fixation,user7,left,session_1_0_2,11,2010,1657787025437342,1657787025237341,1657787025637342,11,10742,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w107_a002010.npz,../samples/label/fixation_user7_left_session_1_0_2_w107_a002010
fixation_user7_left_session_1_0_2_w117_a002110,fixation,user7,left,session_1_0_2,11,2110,1657787029437345,1657787029237345,1657787029637345,11,11020,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w117_a002110.npz,../samples/label/fixation_user7_left_session_1_0_2_w117_a002110
fixation_user7_left_session_1_0_2_w127_a002210,fixation,user7,left,session_1_0_2,11,2210,1657787033437348,1657787033237348,1657787033637348,11,10983,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w127_a002210.npz,../samples/label/fixation_user7_left_session_1_0_2_w127_a002210
fixation_user7_left_session_1_0_2_w137_a002310,fixation,user7,left,session_1_0_2,11,2310,1657787037437351,1657787037237351,1657787037637351,11,23444,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w137_a002310.npz,../samples/label/fixation_user7_left_session_1_0_2_w137_a002310
fixation_user7_left_session_1_0_2_w147_a002410,fixation,user7,left,session_1_0_2,11,2410,1657787041437354,1657787041237354,1657787041637355,11,10877,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w147_a002410.npz,../samples/label/fixation_user7_left_session_1_0_2_w147_a002410
fixation_user7_left_session_1_0_2_w157_a002510,fixation,user7,left,session_1_0_2,11,2510,1657787045437358,1657787045237357,1657787045637358,11,27387,True,True,True,../samples/event/fixation_user7_left_session_1_0_2_w157_a002510.npz,../samples/label/fixation_user7_left_session_1_0_2_w157_a002510
saccade_user7_left_session_1_0_2_w007_a000410,saccade,user7,left,session_1_0_2,7,410,1657786961437290,1657786961317290,1657786961557290,7,17894,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w007_a000410.npz,../samples/label/saccade_user7_left_session_1_0_2_w007_a000410
saccade_user7_left_session_1_0_2_w017_a000510,saccade,user7,left,session_1_0_2,7,510,1657786965437294,1657786965317293,1657786965557294,7,14051,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w017_a000510.npz,../samples/label/saccade_user7_left_session_1_0_2_w017_a000510
saccade_user7_left_session_1_0_2_w027_a000610,saccade,user7,left,session_1_0_2,7,610,1657786969437297,1657786969317297,1657786969557297,7,13793,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w027_a000610.npz,../samples/label/saccade_user7_left_session_1_0_2_w027_a000610
saccade_user7_left_session_1_0_2_w037_a000710,saccade,user7,left,session_1_0_2,7,710,1657786973437300,1657786973317300,1657786973557300,7,12913,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w037_a000710.npz,../samples/label/saccade_user7_left_session_1_0_2_w037_a000710
saccade_user7_left_session_1_0_2_w047_a000910,saccade,user7,left,session_1_0_2,7,910,1657786981437306,1657786981317306,1657786981557306,7,11536,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w047_a000910.npz,../samples/label/saccade_user7_left_session_1_0_2_w047_a000910
saccade_user7_left_session_1_0_2_w057_a001210,saccade,user7,left,session_1_0_2,7,1210,1657786993437316,1657786993317316,1657786993557316,7,9325,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w057_a001210.npz,../samples/label/saccade_user7_left_session_1_0_2_w057_a001210
saccade_user7_left_session_1_0_2_w067_a001310,saccade,user7,left,session_1_0_2,7,1310,1657786997437319,1657786997317319,1657786997557319,7,9355,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w067_a001310.npz,../samples/label/saccade_user7_left_session_1_0_2_w067_a001310
saccade_user7_left_session_1_0_2_w077_a001410,saccade,user7,left,session_1_0_2,7,1410,1657787001437322,1657787001317322,1657787001557322,7,7453,True,True,True,../samples/event/saccade_user7_left_session_1_0_2_w077_a001410.npz,../samples/label/saccade_user7_left_session_1_0_2_w077_a001410
fixation_user8_left_session_1_0_2_w008_a000110,fixation,user8,left,session_1_0_2,11,110,1657789147439042,1657789147239042,1657789147639042,11,8149,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w008_a000110.npz,../samples/label/fixation_user8_left_session_1_0_2_w008_a000110
fixation_user8_left_session_1_0_2_w018_a000210,fixation,user8,left,session_1_0_2,11,210,1657789151439045,1657789151239045,1657789151639045,11,8661,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w018_a000210.npz,../samples/label/fixation_user8_left_session_1_0_2_w018_a000210
fixation_user8_left_session_1_0_2_w028_a000310,fixation,user8,left,session_1_0_2,11,310,1657789155439048,1657789155239048,1657789155639049,11,8952,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w028_a000310.npz,../samples/label/fixation_user8_left_session_1_0_2_w028_a000310
fixation_user8_left_session_1_0_2_w038_a001110,fixation,user8,left,session_1_0_2,11,1110,1657789187439074,1657789187239074,1657789187639074,11,11636,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w038_a001110.npz,../samples/label/fixation_user8_left_session_1_0_2_w038_a001110
fixation_user8_left_session_1_0_2_w048_a001210,fixation,user8,left,session_1_0_2,11,1210,1657789191439077,1657789191239077,1657789191639077,11,11702,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w048_a001210.npz,../samples/label/fixation_user8_left_session_1_0_2_w048_a001210
fixation_user8_left_session_1_0_2_w058_a001310,fixation,user8,left,session_1_0_2,11,1310,1657789195439080,1657789195239080,1657789195639081,11,13459,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w058_a001310.npz,../samples/label/fixation_user8_left_session_1_0_2_w058_a001310
fixation_user8_left_session_1_0_2_w068_a001810,fixation,user8,left,session_1_0_2,11,1810,1657789215439096,1657789215239096,1657789215639097,11,23322,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w068_a001810.npz,../samples/label/fixation_user8_left_session_1_0_2_w068_a001810
fixation_user8_left_session_1_0_2_w078_a002010,fixation,user8,left,session_1_0_2,11,2010,1657789223439103,1657789223239103,1657789223639103,11,10012,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w078_a002010.npz,../samples/label/fixation_user8_left_session_1_0_2_w078_a002010
fixation_user8_left_session_1_0_2_w088_a002110,fixation,user8,left,session_1_0_2,11,2110,1657789227439106,1657789227239106,1657789227639106,11,9845,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w088_a002110.npz,../samples/label/fixation_user8_left_session_1_0_2_w088_a002110
fixation_user8_left_session_1_0_2_w098_a002210,fixation,user8,left,session_1_0_2,11,2210,1657789231439109,1657789231239109,1657789231639109,11,11389,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w098_a002210.npz,../samples/label/fixation_user8_left_session_1_0_2_w098_a002210
fixation_user8_left_session_1_0_2_w108_a002310,fixation,user8,left,session_1_0_2,11,2310,1657789235439112,1657789235239112,1657789235639113,11,18191,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w108_a002310.npz,../samples/label/fixation_user8_left_session_1_0_2_w108_a002310
fixation_user8_left_session_1_0_2_w118_a002410,fixation,user8,left,session_1_0_2,11,2410,1657789239439116,1657789239239116,1657789239639116,11,11382,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w118_a002410.npz,../samples/label/fixation_user8_left_session_1_0_2_w118_a002410
fixation_user8_left_session_1_0_2_w128_a002510,fixation,user8,left,session_1_0_2,11,2510,1657789243439119,1657789243239119,1657789243639119,11,32065,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w128_a002510.npz,../samples/label/fixation_user8_left_session_1_0_2_w128_a002510
fixation_user8_left_session_1_0_2_w138_a002610,fixation,user8,left,session_1_0_2,11,2610,1657789247439122,1657789247239122,1657789247639122,11,32210,True,True,True,../samples/event/fixation_user8_left_session_1_0_2_w138_a002610.npz,../samples/label/fixation_user8_left_session_1_0_2_w138_a002610
saccade_user8_left_session_1_0_2_w008_a000410,saccade,user8,left,session_1_0_2,7,410,1657789159439052,1657789159319051,1657789159559052,7,57590,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w008_a000410.npz,../samples/label/saccade_user8_left_session_1_0_2_w008_a000410
saccade_user8_left_session_1_0_2_w018_a000510,saccade,user8,left,session_1_0_2,7,510,1657789163439055,1657789163319055,1657789163559055,7,16087,True,True,True,../samples/event/saccade_user8_left_session_1_0_2_w018_a000510.npz,../samples/label/saccade_user8_left_session_1_0_2_w018_a000510
