path,line,end_line,zone,symbol,rule,severity,claim_type,confidence,evidence
algorithm/analysis/data-distribution/src/fuse_4state_test.py,57,57,test,main,work-marker,low,fact,high,"for rec in pool.imap_unordered(one,todo):"
algorithm/analysis/data-distribution/src/fuse_4state_test.py,61,61,test,main,work-marker,low,fact,high,"print(f""+{nd}, remaining={len(todo)-nd}"")"
algorithm/analysis/data-distribution/src/fuse_4state_test.py,62,62,test,main,work-marker,low,fact,high,if len(todo)-nd>0: return
algorithm/analysis/data-distribution/src/iou_frame.py,7,7,analysis,<module>,hard-coded-absolute-path,high,fact,high,"PRED=""/sessions/busy-happy-newton/mnt/eveye/processed_data/Data_davis_predict"""
algorithm/analysis/data-distribution/src/iou_frame.py,44,44,analysis,build,work-marker,low,fact,high,"todo=[(u,e,c) for u in USERS for e in EYES for c in [""102"",""201"",""202""] if (u,e,c) not in done]"
algorithm/analysis/data-distribution/src/iou_frame.py,46,46,analysis,build,work-marker,low,fact,high,"for (u,e,c) in todo:"
algorithm/analysis/data-distribution/src/iou_frame.py,53,53,analysis,build,work-marker,low,fact,high,"return res,len(todo)-proc"
algorithm/analysis/data-distribution/src/motion_labeler.py,38,80,analysis,velocity_for_session,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/analysis/data-distribution/src/motion_labeler.py,51,52,analysis,velocity_for_session,broad-except,medium,fact,high,catches Exception
algorithm/analysis/data-distribution/src/motion_labeler.py,93,93,analysis,build,work-marker,low,fact,high,"todo = [(u, eye, code) for u in users for eye in EYES for code in [""102"",""201"",""202""]"
algorithm/analysis/data-distribution/src/motion_labeler.py,96,96,analysis,build,work-marker,low,fact,high,"for (u, eye, code) in todo:"
algorithm/analysis/data-distribution/src/motion_labeler.py,105,105,analysis,build,work-marker,low,fact,high,remaining = len(todo) - processed
algorithm/analysis/data-distribution/src/run_test37_48.py,66,66,analysis,agg,broad-except,medium,fact,high,catches Exception
algorithm/analysis/data-distribution/src/run_test37_48.py,28,28,analysis,main,work-marker,low,fact,high,"todo = [(u, e, c) for u in USERS_TEST for e in EYES for c in SESSIONS"
algorithm/analysis/data-distribution/src/run_test37_48.py,30,30,analysis,main,work-marker,low,fact,high,"print(f""done={len(done)} todo={len(todo)} (stride={STRIDE})"")"
algorithm/analysis/data-distribution/src/run_test37_48.py,31,31,analysis,main,work-marker,low,fact,high,if not todo:
algorithm/analysis/data-distribution/src/run_test37_48.py,35,35,analysis,main,work-marker,low,fact,high,"for (u, e, c, df) in pool.imap_unordered(work, todo):"
algorithm/analysis/data-distribution/src/run_test37_48.py,43,43,analysis,main,work-marker,low,fact,high,remaining = len(todo) - newdone
algorithm/analysis/data-distribution/src/run_test_mask.py,60,60,analysis,agg,broad-except,medium,fact,high,catches Exception
algorithm/analysis/data-distribution/src/run_test_mask.py,68,68,analysis,main,work-marker,low,fact,high,"todo=[(u,e,c) for u in USERS_TEST for e in EYES for c in SESSIONS if (u,e,str(c)) not in done]"
algorithm/analysis/data-distribution/src/run_test_mask.py,69,69,analysis,main,work-marker,low,fact,high,"print(f""done={len(done)} todo={len(todo)} stride={STRIDE}"")"
algorithm/analysis/data-distribution/src/run_test_mask.py,70,70,analysis,main,work-marker,low,fact,high,"if not todo: agg(pd.concat(parts,ignore_index=True)); return"
algorithm/analysis/data-distribution/src/run_test_mask.py,73,73,analysis,main,work-marker,low,fact,high,"for df in pool.imap_unordered(classify,todo):"
algorithm/analysis/data-distribution/src/run_test_mask.py,78,78,analysis,main,work-marker,low,fact,high,"print(f""+{nd} sessions this run, remaining={len(todo)-nd}, rows={len(res)}"")"
algorithm/analysis/data-distribution/src/run_test_mask.py,79,79,analysis,main,work-marker,low,fact,high,if len(todo)-nd==0: agg(res)
algorithm/analysis/data-distribution/src/sac_aug.py,11,11,analysis,<module>,hard-coded-absolute-path,high,fact,high,"EVR=os.environ.get(""EVEYE_ROOT"",""/sessions/busy-happy-newton/mnt/eveye"")"
algorithm/analysis/data-distribution/src/sac_aug.py,14,14,analysis,<module>,hard-coded-absolute-path,high,fact,high,"MT=os.environ.get(""MT_CODES"",""/sessions/busy-happy-newton/mnt/DATASET/codes"")"
algorithm/analysis/data-distribution/src/sac_aug.py,66,66,analysis,main,work-marker,low,fact,high,"todo=[(u,e,c) for u in range(1,49) for e in [""left"",""right""] for c in SESS if (u,e,str(c)) not in done]"
algorithm/analysis/data-distribution/src/sac_aug.py,67,67,analysis,main,work-marker,low,fact,high,"print(f""done={len(done)} todo={len(todo)}"")"
algorithm/analysis/data-distribution/src/sac_aug.py,68,68,analysis,main,work-marker,low,fact,high,if todo:
algorithm/analysis/data-distribution/src/sac_aug.py,71,71,analysis,main,work-marker,low,fact,high,"for r in pool.imap_unordered(one,todo):"
algorithm/analysis/data-distribution/src/sac_aug.py,76,76,analysis,main,work-marker,low,fact,high,"print(f""+{nd}, remaining={len(todo)-nd}"")"
algorithm/analysis/data-distribution/src/sac_aug.py,77,77,analysis,main,work-marker,low,fact,high,if len(todo)-nd>0: return
algorithm/analysis/data-distribution/src/velocity_100ms.py,8,8,analysis,<module>,hard-coded-absolute-path,high,fact,high,"EVR=os.environ.get(""EVEYE_ROOT"",""/sessions/busy-happy-newton/mnt/eveye"")"
algorithm/analysis/data-distribution/src/velocity_100ms.py,10,10,analysis,<module>,hard-coded-absolute-path,high,fact,high,"MT=os.environ.get(""MT_CODES"",""/sessions/busy-happy-newton/mnt/DATASET/codes"")"
algorithm/analysis/data-distribution/src/velocity_100ms.py,43,43,analysis,main,work-marker,low,fact,high,"todo=[(u,e,c) for u in range(1,49) for e in [""left"",""right""] for c in SESS if (u,e,str(c)) not in done]"
algorithm/analysis/data-distribution/src/velocity_100ms.py,44,44,analysis,main,work-marker,low,fact,high,"print(f""done={len(done)} todo={len(todo)}"")"
algorithm/analysis/data-distribution/src/velocity_100ms.py,45,45,analysis,main,work-marker,low,fact,high,if todo:
algorithm/analysis/data-distribution/src/velocity_100ms.py,48,48,analysis,main,work-marker,low,fact,high,"for r in pool.imap_unordered(one,todo):"
algorithm/analysis/data-distribution/src/velocity_100ms.py,53,53,analysis,main,work-marker,low,fact,high,"print(f""+{nd}, remaining={len(todo)-nd}"")"
algorithm/analysis/data-distribution/src/velocity_100ms.py,54,54,analysis,main,work-marker,low,fact,high,if len(todo)-nd>0: return
algorithm/analysis/data-distribution/src/velocity_dist.py,9,9,analysis,<module>,hard-coded-absolute-path,high,fact,high,"EVR=os.environ.get(""EVEYE_ROOT"",""/sessions/busy-happy-newton/mnt/eveye"")"
algorithm/analysis/data-distribution/src/velocity_dist.py,11,11,analysis,<module>,hard-coded-absolute-path,high,fact,high,"MT=os.environ.get(""MT_CODES"",""/sessions/busy-happy-newton/mnt/DATASET/codes"")"
algorithm/analysis/data-distribution/src/velocity_dist.py,39,39,analysis,main,work-marker,low,fact,high,"todo=[(u,e,c) for u in range(1,49) for e in [""left"",""right""] for c in SESS if (u,e,str(c)) not in done]"
algorithm/analysis/data-distribution/src/velocity_dist.py,40,40,analysis,main,work-marker,low,fact,high,"print(f""done={len(done)} todo={len(todo)}"")"
algorithm/analysis/data-distribution/src/velocity_dist.py,41,41,analysis,main,work-marker,low,fact,high,if todo:
algorithm/analysis/data-distribution/src/velocity_dist.py,44,44,analysis,main,work-marker,low,fact,high,"for r in pool.imap_unordered(one,todo):"
algorithm/analysis/data-distribution/src/velocity_dist.py,50,50,analysis,main,work-marker,low,fact,high,"print(f""+{nd}, remaining≈{len(todo)-nd}"")"
algorithm/analysis/data-distribution/src/velocity_dist.py,51,51,analysis,main,work-marker,low,fact,high,if len(todo)-nd>0: return
algorithm/analysis/motion-label-packages/code/build_rowlabels_test.py,7,7,test,<module>,hard-coded-absolute-path,high,fact,high,"EV=""/sessions/busy-happy-newton/mnt/eveye"""
algorithm/analysis/motion-label-packages/code/build_rowlabels_test.py,9,9,test,<module>,hard-coded-absolute-path,high,fact,high,"CD=""/sessions/busy-happy-newton/mnt/DATASET/codes/data-distribution"""
algorithm/analysis/motion-label-packages/code/build_rowlabels_test.py,10,10,test,<module>,hard-coded-absolute-path,high,fact,high,"OUT=""/tmp/rowlabels_parts""; os.makedirs(OUT,exist_ok=True)"
algorithm/analysis/motion-label-packages/code/common.py,91,92,analysis,load_gt_ellipses,broad-except,medium,fact,high,catches Exception
algorithm/analysis/motion-label-packages/code/common.py,18,18,analysis,<module>,hard-coded-absolute-path,high,fact,high,"EVEYE_ROOT = os.environ.get(""EVEYE_ROOT"", ""/sessions/busy-happy-newton/mnt/eveye"")"
algorithm/analysis/motion-label-packages/code/motion_labeler.py,38,80,analysis,velocity_for_session,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/analysis/motion-label-packages/code/motion_labeler.py,51,52,analysis,velocity_for_session,broad-except,medium,fact,high,catches Exception
algorithm/analysis/motion-label-packages/code/motion_labeler.py,93,93,analysis,build,work-marker,low,fact,high,"todo = [(u, eye, code) for u in users for eye in EYES for code in [""102"",""201"",""202""]"
algorithm/analysis/motion-label-packages/code/motion_labeler.py,96,96,analysis,build,work-marker,low,fact,high,"for (u, eye, code) in todo:"
algorithm/analysis/motion-label-packages/code/motion_labeler.py,105,105,analysis,build,work-marker,low,fact,high,remaining = len(todo) - processed
algorithm/analysis/motion-label-packages/code/velocity_dist.py,9,9,analysis,<module>,hard-coded-absolute-path,high,fact,high,"EVR=os.environ.get(""EVEYE_ROOT"",""/sessions/busy-happy-newton/mnt/eveye"")"
algorithm/analysis/motion-label-packages/code/velocity_dist.py,11,11,analysis,<module>,hard-coded-absolute-path,high,fact,high,"MT=os.environ.get(""MT_CODES"",""/sessions/busy-happy-newton/mnt/DATASET/codes"")"
algorithm/analysis/motion-label-packages/code/velocity_dist.py,39,39,analysis,main,work-marker,low,fact,high,"todo=[(u,e,c) for u in range(1,49) for e in [""left"",""right""] for c in SESS if (u,e,str(c)) not in done]"
algorithm/analysis/motion-label-packages/code/velocity_dist.py,40,40,analysis,main,work-marker,low,fact,high,"print(f""done={len(done)} todo={len(todo)}"")"
algorithm/analysis/motion-label-packages/code/velocity_dist.py,41,41,analysis,main,work-marker,low,fact,high,if todo:
algorithm/analysis/motion-label-packages/code/velocity_dist.py,44,44,analysis,main,work-marker,low,fact,high,"for r in pool.imap_unordered(one,todo):"
algorithm/analysis/motion-label-packages/code/velocity_dist.py,50,50,analysis,main,work-marker,low,fact,high,"print(f""+{nd}, remaining≈{len(todo)-nd}"")"
algorithm/analysis/motion-label-packages/code/velocity_dist.py,51,51,analysis,main,work-marker,low,fact,high,if len(todo)-nd>0: return
algorithm/analysis/report/FACET/operations/audit_reproduction_completion_2026-06-26.py,8,8,analysis,<module>,hard-coded-absolute-path,high,fact,high,"ROOT = Path(""/home/kjm26/project/PRJXR/HBTXR"")"
algorithm/analysis/report/FACET/operations/summarize_missing_gates_2026-06-26.py,132,196,analysis,build_summary,large-function,medium,fact,high,function spans 65 lines
algorithm/analysis/report/FACET/operations/summarize_missing_gates_2026-06-26.py,15,15,analysis,<module>,hard-coded-absolute-path,high,fact,high,"ROOT = Path(""/home/kjm26/project/PRJXR/HBTXR"")"
algorithm/analysis/scripts/build_eveye_exgaze_training_manifests.py,206,270,analysis,main,large-function,medium,fact,high,function spans 65 lines
algorithm/analysis/scripts/build_eveye_exgaze_training_manifests.py,42,42,analysis,parse_shape_dtype,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/build_eveye_exgaze_training_manifests.py,16,16,analysis,<module>,hard-coded-absolute-path,high,fact,high,"""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/"""
algorithm/analysis/scripts/build_eveye_exgaze_training_manifests.py,19,19,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_RAW_DAVIS_ROOT = Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/Data_davis"")"
algorithm/analysis/scripts/build_eveye_exgaze_training_manifests.py,20,20,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_TARGET_BASE = Path(""/home/kjm26/project/dataset/XR/EV_Eye/target_data"")"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,101,101,analysis,sheet_xml,hard-coded-absolute-path,high,fact,high,"'<worksheet xmlns=""http://schemas.openxmlformats.org/spreadsheetml/2006/main"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,102,102,analysis,sheet_xml,hard-coded-absolute-path,high,fact,high,"'xmlns:r=""http://schemas.openxmlformats.org/officeDocument/2006/relationships"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,117,117,analysis,workbook_xml,hard-coded-absolute-path,high,fact,high,"'<workbook xmlns=""http://schemas.openxmlformats.org/spreadsheetml/2006/main"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,118,118,analysis,workbook_xml,hard-coded-absolute-path,high,fact,high,"'xmlns:r=""http://schemas.openxmlformats.org/officeDocument/2006/relationships"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,126,126,analysis,workbook_rels_xml,hard-coded-absolute-path,high,fact,high,"f'<Relationship Id=""rId{i + 1}"" Type=""http://schemas.openxmlformats.org/officeDocument/2006/relationships/worksheet"" Target=""worksheets/sheet{i + 1}.xml""/>'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,126,126,analysis,workbook_rels_xml,very-long-line,low,fact,high,line length=164
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,130,130,analysis,workbook_rels_xml,hard-coded-absolute-path,high,fact,high,"f'<Relationship Id=""rId{sheet_count + 1}"" Type=""http://schemas.openxmlformats.org/officeDocument/2006/relationships/styles"" Target=""styles.xml""/>'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,134,134,analysis,workbook_rels_xml,hard-coded-absolute-path,high,fact,high,"'<Relationships xmlns=""http://schemas.openxmlformats.org/package/2006/relationships"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,153,153,analysis,content_types_xml,hard-coded-absolute-path,high,fact,high,"'<Types xmlns=""http://schemas.openxmlformats.org/package/2006/content-types"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,164,164,analysis,styles_xml,hard-coded-absolute-path,high,fact,high,"'<styleSheet xmlns=""http://schemas.openxmlformats.org/spreadsheetml/2006/main"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,183,183,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'<Relationships xmlns=""http://schemas.openxmlformats.org/package/2006/relationships"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,184,184,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'<Relationship Id=""rId1"" Type=""http://schemas.openxmlformats.org/officeDocument/2006/relationships/officeDocument"" Target=""xl/workbook.xml""/>'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,185,185,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'<Relationship Id=""rId2"" Type=""http://schemas.openxmlformats.org/package/2006/relationships/metadata/core-properties"" Target=""docProps/core.xml""/>'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,186,186,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'<Relationship Id=""rId3"" Type=""http://schemas.openxmlformats.org/officeDocument/2006/relationships/extended-properties"" Target=""docProps/app.xml""/>'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,197,197,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'<cp:coreProperties xmlns:cp=""http://schemas.openxmlformats.org/package/2006/metadata/core-properties"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,198,198,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'xmlns:dc=""http://purl.org/dc/elements/1.1/"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,199,199,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'xmlns:dcterms=""http://purl.org/dc/terms/"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,200,200,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'xmlns:dcmitype=""http://purl.org/dc/dcmitype/"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,201,201,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"">'"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,210,210,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'<Properties xmlns=""http://schemas.openxmlformats.org/officeDocument/2006/extended-properties"" '"
algorithm/analysis/scripts/create_retina_ervt_jetcas_tables.py,211,211,analysis,write_xlsx,hard-coded-absolute-path,high,fact,high,"'xmlns:vt=""http://schemas.openxmlformats.org/officeDocument/2006/docPropsVTypes"">'"
algorithm/analysis/scripts/export_eveye_exgaze_hybrid_dataset.py,251,370,analysis,export_split,large-function,medium,fact,high,function spans 120 lines
algorithm/analysis/scripts/export_eveye_exgaze_hybrid_dataset.py,39,39,analysis,_parse_shape_dtype,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/export_eveye_exgaze_hybrid_dataset.py,18,18,analysis,<module>,hard-coded-absolute-path,high,fact,high,"""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/"""
algorithm/analysis/scripts/export_eveye_exgaze_hybrid_dataset.py,21,21,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_RAW_DAVIS_ROOT = Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/Data_davis"")"
algorithm/analysis/scripts/export_eveye_exgaze_hybrid_dataset.py,22,22,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_TARGET_BASE = Path(""/home/kjm26/project/dataset/XR/EV_Eye/target_data"")"
algorithm/analysis/scripts/fill_brat_error_distribution.py,167,243,analysis,main,large-function,medium,fact,high,function spans 77 lines
algorithm/analysis/scripts/fill_brat_error_distribution.py,37,37,analysis,parse_args,very-long-line,low,fact,high,line length=161
algorithm/analysis/scripts/fill_brat_error_distribution.py,57,57,analysis,parse_args,very-long-line,low,fact,high,line length=179
algorithm/analysis/scripts/fill_facet_ellipse_error_distribution.py,143,233,analysis,run_or_load_predictions,large-function,medium,fact,high,function spans 91 lines
algorithm/analysis/scripts/fill_facet_ellipse_error_distribution.py,143,233,analysis,run_or_load_predictions,high-branch-density,medium,inference,medium,AST branch proxy=13
algorithm/analysis/scripts/fill_facet_ellipse_error_distribution.py,130,130,analysis,load_model,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/fill_hbtxr_error_distribution.py,178,178,analysis,<module>,hard-coded-absolute-path,high,fact,high,"XLS_NS = ""http://schemas.openxmlformats.org/spreadsheetml/2006/main"""
algorithm/analysis/scripts/fill_hbtxr_error_distribution.py,179,179,analysis,<module>,hard-coded-absolute-path,high,fact,high,"REL_NS = ""http://schemas.openxmlformats.org/officeDocument/2006/relationships"""
algorithm/analysis/scripts/fill_hbtxr_error_distribution.py,180,180,analysis,<module>,hard-coded-absolute-path,high,fact,high,"PKG_REL_NS = ""http://schemas.openxmlformats.org/package/2006/relationships"""
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,184,271,analysis,run_or_load_predictions,large-function,medium,fact,high,function spans 88 lines
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,184,271,analysis,run_or_load_predictions,high-branch-density,medium,inference,medium,AST branch proxy=14
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,135,135,analysis,load_model,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,98,98,analysis,dataset_cfg_from_config,hard-coded-absolute-path,high,fact,high,"""root_path"": Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/DeanDataset_full_unet_subject_independent""),"
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,350,350,analysis,<module>,hard-coded-absolute-path,high,fact,high,"XLS_NS = ""http://schemas.openxmlformats.org/spreadsheetml/2006/main"""
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,351,351,analysis,<module>,hard-coded-absolute-path,high,fact,high,"REL_NS = ""http://schemas.openxmlformats.org/officeDocument/2006/relationships"""
algorithm/analysis/scripts/fill_sequence_center_error_distribution.py,352,352,analysis,<module>,hard-coded-absolute-path,high,fact,high,"PKG_REL_NS = ""http://schemas.openxmlformats.org/package/2006/relationships"""
algorithm/analysis/scripts/fill_tdtracker_error_distribution.py,182,253,analysis,run_or_load_predictions,large-function,medium,fact,high,function spans 72 lines
algorithm/analysis/scripts/fill_tdtracker_error_distribution.py,182,253,analysis,run_or_load_predictions,high-branch-density,medium,inference,medium,AST branch proxy=15
algorithm/analysis/scripts/fill_tdtracker_error_distribution.py,178,178,analysis,load_model,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/fill_tdtracker_error_distribution.py,38,38,analysis,parse_args,hard-coded-absolute-path,high,fact,high,"default=Path(""/home/kjm26/project/dataset/XR/EV_Eye/target_data/tdtracker_hbtxr_img64_seq100/test_hbtxr_img64_seq100.h5""),"
algorithm/analysis/scripts/fill_tdtracker_error_distribution.py,43,43,analysis,parse_args,hard-coded-absolute-path,high,fact,high,"default=Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/DeanDataset_full_unet_subject_independent""),"
algorithm/analysis/scripts/generate_retina_ervt_error_distribution.py,157,221,analysis,evaluate_retina,large-function,medium,fact,high,function spans 65 lines
algorithm/analysis/scripts/generate_retina_ervt_error_distribution.py,224,297,analysis,evaluate_ervt,large-function,medium,fact,high,function spans 74 lines
algorithm/analysis/scripts/generate_retina_ervt_error_distribution.py,318,396,analysis,write_distribution_package,large-function,medium,fact,high,function spans 79 lines
algorithm/analysis/scripts/generate_retina_ervt_error_distribution.py,183,183,analysis,evaluate_retina,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/generate_retina_ervt_error_distribution.py,239,239,analysis,evaluate_ervt,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/generate_retina_ervt_error_distribution.py,27,27,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DATASET_ROOT = Path(""/mnt/d/dataset/EV_Eye/target_data/DeanDataset_full_unet_subject_independent"")"
algorithm/analysis/scripts/infer_eveye_exgaze_hybrid_test.py,201,389,test,main,large-function,high,fact,high,function spans 189 lines
algorithm/analysis/scripts/infer_eveye_exgaze_hybrid_test.py,201,389,test,main,high-branch-density,medium,inference,medium,AST branch proxy=14
algorithm/analysis/scripts/infer_eveye_exgaze_hybrid_test.py,222,222,test,main,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,155,217,analysis,write_stats,large-function,medium,fact,high,function spans 63 lines
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,220,314,analysis,run_option,large-function,medium,fact,high,function spans 95 lines
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,237,237,analysis,run_option,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,319,319,analysis,parse_args,hard-coded-absolute-path,high,fact,high,"parser.add_argument(""--labelled-root"", type=Path, default=Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/Data_davis_labelled_with_mask""))"
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,320,320,analysis,parse_args,hard-coded-absolute-path,high,fact,high,"parser.add_argument(""--data-root"", type=Path, default=Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/Data_davis""))"
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,321,321,analysis,parse_args,hard-coded-absolute-path,high,fact,high,"parser.add_argument(""--pretrained-root"", type=Path, default=Path(""/home/kjm26/project/dataset/XR/EV_Eye/processed_data/Pre-trained_models""))"
algorithm/analysis/scripts/infer_eveye_pretrained_labelled_options.py,326,326,analysis,parse_args,very-long-line,low,fact,high,line length=191
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,76,180,analysis,collect_preflight,large-function,medium,fact,high,function spans 105 lines
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,183,299,analysis,render_markdown,large-function,medium,fact,high,function spans 117 lines
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,13,13,analysis,<module>,hard-coded-absolute-path,high,fact,high,"""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/"""
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,16,16,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_RAW_DAVIS_ROOT = Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/Data_davis"")"
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,22,22,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_TARGET_BASE = Path(""/home/kjm26/project/dataset/XR/EV_Eye/target_data"")"
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,286,286,analysis,render_markdown,hard-coded-absolute-path,high,fact,high,"""- Full export must write under `/home/kjm26/project/dataset/XR/EV_Eye/target_data`, which is outside the repo workspace."","
algorithm/analysis/scripts/preflight_eveye_exgaze_hybrid.py,291,291,analysis,render_markdown,very-long-line,low,fact,high,line length=170
algorithm/analysis/scripts/smoke_eveye_exgaze_hybrid_loaders.py,23,23,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_TARGET_BASE = Path(""/home/kjm26/project/dataset/XR/EV_Eye/target_data"")"
algorithm/analysis/scripts/smoke_eveye_exgaze_hybrid_loaders.py,25,25,analysis,<module>,hard-coded-absolute-path,high,fact,high,"""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/"""
algorithm/analysis/scripts/train_eveye_exgaze_hybrid.py,386,501,analysis,main,large-function,medium,fact,high,function spans 116 lines
algorithm/analysis/scripts/train_eveye_exgaze_hybrid.py,341,341,analysis,evaluate,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/train_eveye_labelled_mask_128.py,161,282,analysis,train_subject,large-function,high,fact,high,function spans 122 lines
algorithm/analysis/scripts/train_eveye_labelled_mask_128.py,129,129,analysis,evaluate,dynamic-execution,high,fact,high,eval
algorithm/analysis/scripts/train_eveye_labelled_mask_128.py,287,287,analysis,parse_args,hard-coded-absolute-path,high,fact,high,"parser.add_argument(""--labelled-root"", type=Path, default=Path(""/home/kjm26/project/dataset/XR/EV_Eye/raw_data/Data_davis_labelled_with_mask""))"
algorithm/analysis/scripts/validate_eveye_exgaze_hybrid_export.py,12,12,analysis,<module>,hard-coded-absolute-path,high,fact,high,"DEFAULT_TARGET_BASE = Path(""/home/kjm26/project/dataset/XR/EV_Eye/target_data"")"
algorithm/common/scripts/facet/inference.py,14,14,maintained,main,hard-coded-absolute-path,high,fact,high,"""/mnt/data2T/junyuan/eye-tracking/configs/TestTextDavisEyeDataset_TennSt.yaml"""
algorithm/common/scripts/facet/train.py,18,94,maintained,main,large-function,medium,fact,high,function spans 77 lines
algorithm/common/scripts/facet/validate10times.py,17,84,maintained,main,large-function,medium,fact,high,function spans 68 lines
algorithm/common/scripts/facet/validate10times.py,17,84,maintained,main,high-branch-density,medium,inference,medium,AST branch proxy=14
algorithm/common/scripts/facet/validate10times.py,76,76,maintained,main,hard-coded-absolute-path,high,fact,high,"output_path = ""/mnt/data2T/junyuan/eye-tracking/Results"""
algorithm/common/scripts/facet/validate10times.py,82,82,maintained,main,hard-coded-absolute-path,high,fact,high,"f.write(""Average Metrics over {} validations:\n"".format(num_validations))"
algorithm/common/scripts/facet_main.py,13,13,maintained,<module>,hard-coded-absolute-path,high,fact,high,"checkpoint_local_path = ""/home/junyuan/logs"""
