archive_path,ext,decision,dest,reason
docs/resources/hgtxr_handover_additional/q4w8a_s2_block_quantization_2026_06_08.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/qkv_uram_smoke_candidate_discovery_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/qkv_uram_smoke_candidate_discovery_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/reference_input_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/reference_input_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req1_environment_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req1_environment_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req5_q4q8_swhw_match_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req5_q4q8_swhw_match_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req6_parameterization_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req6_parameterization_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req9_deit_image_reference_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/req9_deit_image_reference_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/resource_extraction_log.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_block_full_q4w8a_head64_outputs_hls_q8_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_block_full_q4w8a_head64_validation_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_block_full_validation_2026_06_06.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_block_full_validation_software_initial_2026_06_06.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_block_full_validation_software_initial_expected_2026_06_06.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_block_preln_validation_2026_06_06.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_pytorch_golden_software_initial_2026_06_06.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_pytorch_golden_software_initial_2026_06_08.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/s2_pytorch_golden_software_initial_q4w8a_head64_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/selected_path_execution_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/selected_path_execution_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/spec_plan_conformance_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/spec_plan_conformance_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_completion_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_completion_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_current_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_current_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_final_signoff_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_final_signoff_run_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_final_signoff_run_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_preflight_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_preflight_board_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_preflight_board_c1_par16_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_preflight_board_c3b_bundle_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_preflight_board_c3b_result_gate_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_requirements_trace_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_requirements_trace_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_source_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_source_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_unblock_checklist_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/third_goal_unblock_checklist_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_buffer_lifetime_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_buffer_lifetime_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_pot_scale_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_pot_scale_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_pot_scale_sweep_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_pot_scale_sweep_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_qkv_uram_cache_successor_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_p0_qkv_uram_cache_successor_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_successor_smoke_candidate_discovery_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/vref_successor_smoke_candidate_discovery_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_candidate_audit_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_candidate_audit_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_gate_audit_2026_06_16.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_gate_audit_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_reference_resolution_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_reference_resolution_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_replacement_policy.template.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_replacement_policy_preview_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_replacement_policy_preview_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_unblock_packet_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/xr_vits_unblock_packet_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/zcu104_c3b_smoke_remote_run_2026_06_10.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/resources/hgtxr_handover_additional/zcu104_c3b_smoke_remote_run_2026_06_10.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/dead-code-candidates.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/duplicate-blobs.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/duplicate-functions.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/file-inventory.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/import-edges.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/line-findings.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/nonpython-symbols.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/python-symbols.csv,.csv,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/inventory/semantic-summary.json,.json,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/snapshots/2026-07-29-semantic-census/README.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/Spec.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/SRC_CASE_MODULE_GUIDE.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/status/xr_accel/MERGE_STATUS.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/status/xr_accel/PLAN.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/status/xr_accel/ZCU104_CYCLIC_MAXPERF_HANDOVER.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/status/xr_accel/ZCU104_CYCLIC_MAXPERF_PROGRESS.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/STATUS.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/Sub-Plan.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/THIRD_GOAL_FUTURE_EXPERIMENTS_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/THIRD_GOAL_PROGRESS_EXPERIMENT_REPORT_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/ADR.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/AQ2_REQUESTED_SEARCH_TRACK_METRICS_2026_07_01.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/AQ2_SEARCH_TRACK_MEASUREMENT_2026_06_30.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/AQ2_SEARCH_TRACK_METRIC_CHECKLIST_2026_07_01.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/CLEANUP_2026_06_17.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/CONVERSATION.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/EIGHT_QUESTION_FULL_LEARNED_VIVADO_EXPERIMENT_2026_06_28.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/EIGHT_QUESTION_HYBRID_RUNTIME_REPORT_2026_06_28.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/HANDOVER.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/HANDOVER_2026_06_27.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/IMPL_REPOS_HANDOVER_IMPORT_2026_07_08.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/log.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/PROGRESS.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/RUNTIME_MODE_E2E_SHARED_TOP_2026_06_27.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/RUNTIME_MODE_FULL_AXI_WEIGHT_PATH_2026_06_28.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/SESSION_PROGRESS_AND_CONVERSATION_2026_07_05.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/THIRD_GOAL_ACHIEVEMENT_CHECKLIST_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/THIRD_GOAL_REQUIREMENTS_2026_06_16.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/TODO.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/track/WORK_PROGRESS_EXPERIMENT_SUMMARY_2026_06_27.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/track/ZCU104_FULL_LEARNED_PHYSICAL_EXPERIMENT_PLAN_2026_07_01.md,.md,done,hardware/docs/,이관 완료 (P0에서 데이터 11개 보완)
docs/validation/xr_accel/DEIT_CYCLIC_VERIFICATION.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/validation/xr_accel/MULTI_BOARD_VALIDATION.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
docs/Validation.md,.md,skip,-,의도적 보류 — .npz/.f32bin 바이너리는 문서가 아님
hls/include/common.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/config.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/cyclic_config.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/fixed_types.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_attention.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_mac.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_math.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_mlp.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_norm.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_s2_projection.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_scheduler.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_transformer_block.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_transformer_params.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_cyclic_weight_layout.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/hgtxr_e2e_vit.hpp,.hpp,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/quant.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/register_map.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/stream_types.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/include/tensor_buffer.h,.h,migrate,hardware/module/include/,헤더·템플릿 라이브러리
hls/src/attention.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/controller.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/event_patch_embed.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/frame_patch_embed.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/fusion.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/global_buffer.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/hgtxr_e2e_axis_top.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/hgtxr_e2e_m_axi_top.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/hgtxr_mode_profile_top.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/hgtxr_top.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/matmul.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/mlp.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/noc.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/nonlinear.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/rmu_smu.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/runtime_fsm.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/search_head.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/track_head.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/src/weight_prefetcher.cpp,.cpp,migrate,hardware/module/src/,HLS 구현
hls/tb/e2e_axis_vector_active128_ff768_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active16_ff128_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active16_ff256_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active16_ff64_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active16_ff768_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active16_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active196_b6_ff768_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active196_ff768_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active32_ff768_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active64_ff768_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_active8_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_hgpipe_math_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_hgpipe_math_lnq_active16_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_hgpipe_math_lnq_active8_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_hgpipe_math_lnq_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/e2e_axis_vector_vref_p0_hgpipe_lnq_active16_softmax_input_x2_golden.hpp,.hpp,migrate,hardware/module/golden/,골든 벡터 (P5에서 분리)
hls/tb/tb_attention.cpp,.cpp,skip,-,"2026-07-30 삭제 — 어서션 0, 빌드 참조 0. DUT가 빈 함수여도 통과하므로 없는 것보다 나쁨"
hls/tb/tb_cyclic_head_attention.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_cyclic_primitives.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_cyclic_s2_block_vector.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_cyclic_s2_block_vector_hls_main.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_cyclic_s2_projection.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_hgtxr_e2e_axis_top.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_hgtxr_e2e_m_axi_top.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_hgtxr_mode_profile_top.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_hgtxr_top.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
hls/tb/tb_mlp.cpp,.cpp,skip,-,"2026-07-30 삭제 — 어서션 0, 빌드 참조 0. DUT가 빈 함수여도 통과하므로 없는 것보다 나쁨"
hls/tb/tb_runtime_fsm.cpp,.cpp,migrate,hardware/module/tb/,테스트벤치
pynq/hgtxr/__init__.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/e2e_axis_dma_overlay.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/e2e_m_axi_overlay.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/e2e_m_axi_weights.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/hgtxr.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_c3b_mem16.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_c3b_mem16.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_par32_runtime_full_axi_mem16.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_par32_runtime_full_axi_mem16.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_par32_runtime_mode_mem16.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_par32_runtime_mode_mem16.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_vref_p0_softmax_input_x2_dsp_mixed_stream.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_axis_dma_vref_p0_softmax_input_x2_dsp_mixed_stream.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_m_axi.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_e2e_m_axi.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_mode_search_par32.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_mode_search_par32.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_mode_track_par32.bit,.bit,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_mode_track_par32.hwh,.hwh,skip,hardware/workspace/,비트스트림은 산출물 (P5)
pynq/hgtxr/hgtxr_overlay.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/README.md,.md,skip,-,새 트리의 README는 이관 체크리스트로 새로 작성했습니다
pynq/hgtxr/run_e2e_axis_dma_hybrid_smoke.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/run_e2e_axis_dma_smoke.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/run_e2e_m_axi_smoke.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
pynq/hgtxr/test_hgtxr_overlay.py,.py,migrate,hardware/deploy/,PYNQ 오버레이·스모크 러너
README.md,.md,skip,-,새 트리의 README는 이관 체크리스트로 새로 작성했습니다
refs/e2e_axis_vector_active128_ff768_spec.json,.json,migrate,hardware/module/golden/,골든·참조 데이터
refs/e2e_axis_vector_active16_ff128_spec.json,.json,migrate,hardware/module/golden/,골든·참조 데이터
refs/e2e_axis_vector_active16_ff256_spec.json,.json,migrate,hardware/module/golden/,골든·참조 데이터
refs/e2e_axis_vector_active16_ff64_spec.json,.json,migrate,hardware/module/golden/,골든·참조 데이터
refs/e2e_axis_vector_active16_ff768_spec.json,.json,migrate,hardware/module/golden/,골든·참조 데이터
refs/e2e_axis_vector_active16_spec.json,.json,migrate,hardware/module/golden/,골든·참조 데이터
